"var","categoria","Siempre","Casi siempre","Casi nunca","Nunca, pero esta es una excepción"
"P05","Mucho",0.717,0.322,0.313,0.214
"P05","Bastante",0.142,0.477,0.271,0.277
"P05","Poco",0.044,0.098,0.282,0.218
"P05","Nada",0.046,0.06,0.074,0.234
"P05","No sabe",0.051,0.043,0.06,0.057
"P10","Unidos para Cambiar misiones",0.354,0.228,0.257,0.16
"P10","Juntos Avancemos",0.325,0.337,0.252,0.207
"P10","De los liberales libertarios",0.21,0.275,0.266,0.308
"P10","De la Izquierda",0.016,0.013,0.046,0.037
"P10","Hacemos por nuestro país",0.019,0.018,0.022,0.022
"P10","En blanco",0.025,0.052,0.048,0.09
"P10","No sabe",0.051,0.077,0.109,0.176
"P13","Sergio Massa a presidente, Agustín Rossi a vicepresidente, Adán Bahl a gobernador y Claudia Monjo a vicegobernadora a  por Unión por la Patria",0.414,0.292,0.292,0.211
"P13","Patricia Bullrich a presidenta, Luis Petri a vicepresidente, Rogelio Frigerio a gobernador y Alicia Aluani a vicegobernadora por Juntos por el Cambio",0.249,0.366,0.193,0.183
"P13","Javier Milei a presidente, Victoria Villarruel a vicepresidenta, Arturo Etchevere a gobernador y Mayda Spizzi a vicegobernadora por la Libertad Avanza",0.273,0.246,0.353,0.338
"P13","Myriam Bregman a presidenta y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.008,0.01,0.033,0.076
"P13","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.02,0.011,0.026,0.023
"P13","En blanco",0.006,0.025,0.037,0.045
"P13","No sabe",0.03,0.05,0.066,0.124
"P16","Si",0.433,0.531,0.529,0.564
"P16","No",0.567,0.469,0.471,0.436
"P17","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.413,0.259,0.242,0.232
"P17","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.158,0.271,0.193,0.295
"P17","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.359,0.383,0.513,0.396
