"var","categoria","La votaría","Puede que la vote","Nunca la votaría","No sabe"
"P05","Mucho",0.456,0.298,0.498,0.247
"P05","Bastante",0.327,0.36,0.275,0.284
"P05","Poco",0.121,0.22,0.104,0.298
"P05","Nada",0.07,0.077,0.08,0.15
"P05","No sabe",0.026,0.045,0.043,0.021
"P06","Siempre",0.292,0.118,0.274,0.111
"P06","Casi siempre",0.326,0.33,0.28,0.264
"P06","Casi nunca",0.319,0.376,0.263,0.482
"P06","Nunca, pero esta es una excepción",0.063,0.176,0.183,0.143
"P10","Unidos para Cambiar misiones",0.24,0.145,0.365,0.099
"P10","Juntos Avancemos",0.576,0.229,0.152,0.216
"P10","De los liberales libertarios",0.128,0.506,0.302,0.275
"P10","De la Izquierda",0.002,0.042,0.049,0.006
"P10","Hacemos por nuestro país",0.002,0.007,0.013,0
"P10","En blanco",0.025,0.017,0.06,0.015
"P10","No sabe",0.027,0.054,0.059,0.389
"P13","Sergio Massa a presidente, Agustín Rossi a vicepresidente, Adán Bahl a gobernador y Claudia Monjo a vicegobernadora a  por Unión por la Patria",0.302,0.203,0.42,0.18
"P13","Patricia Bullrich a presidenta, Luis Petri a vicepresidente, Rogelio Frigerio a gobernador y Alicia Aluani a vicegobernadora por Juntos por el Cambio",0.547,0.213,0.112,0.054
"P13","Javier Milei a presidente, Victoria Villarruel a vicepresidenta, Arturo Etchevere a gobernador y Mayda Spizzi a vicegobernadora por la Libertad Avanza",0.125,0.47,0.348,0.533
"P13","Myriam Bregman a presidenta y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.005,0.031,0.034,0.006
"P13","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.002,0.02,0.009,0
"P13","En blanco",0.003,0,0.032,0
"P13","No sabe",0.016,0.063,0.045,0.227
"P16","Si",0.401,0.701,0.442,0.671
"P16","No",0.599,0.299,0.558,0.329
"P17","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.26,0.121,0.395,0.301
"P17","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.487,0.213,0.093,0.113
"P17","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.248,0.558,0.452,0.466
"P17","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0,0,0.014,0.007
"P17","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.004,0,0.009,0
"P17","En blanco",0,0.005,0.002,0
"P17","No sabe",0.001,0.103,0.035,0.113
"P20","Adán Bahl a gobernador y Claudia Monjo a vicegobernadora a  por Unión por la Patria",0.239,0.207,0.332,0.358
"P20","Rogelio Frigerio a gobernador y Alicia Aluani a vicegobernadora por Juntos por el Cambio",0.566,0.641,0.387,0.197
"P20","Arturo Etchevere a gobernador y Mayda Spizzi a vicegobernadora por la Libertad Avanza",0.158,0.123,0.137,0.208
"P20","En blanco",0.017,0.005,0.061,0
"P20","No sabe",0.02,0.024,0.083,0.237
"P23","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.403,0.431,0.367,0.39
"P23","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.398,0.291,0.254,0.25
"P23","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.126,0.143,0.24,0.139
"P23","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.038,0.027,0.055,0.103
"P23","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.005,0.046,0.029,0.098
"P23","No sabe",0.03,0.062,0.055,0.02
"P24","Totalmente seguro.",0.791,0.61,0.733,0.394
"P24","Bastante seguro",0.106,0.186,0.113,0.234
"P24","Algo seguro",0.067,0.062,0.083,0.233
"P24","Para nada seguro",0.036,0.142,0.071,0.139
"P25","Tiene Decidido que va a ir a votar.",0.95,0.828,0.922,0.662
"P25","Tiene dudas sobre si va a ir a  votar",0.026,0.13,0.054,0.218
"P25","Tiene Decidido que no va a ir a votar",0.024,0.042,0.024,0.12
"P26","La votaría",0.583,0.172,0.488,0.463
"P26","Puede que la vote",0.018,0.292,0.05,0.092
"P26","Nunca la votaría",0.388,0.502,0.451,0.107
"P26","No sabe",0.011,0.034,0.011,0.338
"P28","La votaría",0.308,0.413,0.298,0.316
"P28","Puede que la vote",0.1,0.378,0.076,0.059
"P28","Nunca la votaría",0.573,0.185,0.602,0.305
"P28","No sabe",0.019,0.024,0.024,0.32
"P29","Si",0.433,0.376,0.441,0.334
"P29","No",0.567,0.624,0.559,0.666
"PRESIDENTE","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.292,0.194,0.433,0.31
"PRESIDENTE","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.534,0.175,0.095,0.087
"PRESIDENTE","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.154,0.525,0.385,0.414
"PRESIDENTE","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.002,0.008,0.02,0.006
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.002,0.006,0.006,0
"PRESIDENTE","En blanco",0,0.003,0.02,0
"PRESIDENTE","No sabe",0.016,0.089,0.041,0.183
"GOBERNADOR","Adán Bahl a gobernador y Claudia Monjo a vicegobernadora a  por Unión por la Patria",0.283,0.241,0.414,0.371
"GOBERNADOR","Rogelio Frigerio a gobernador y Alicia Aluani a vicegobernadora por Juntos por el Cambio",0.566,0.492,0.231,0.133
"GOBERNADOR","Arturo Etchevere a gobernador y Mayda Spizzi a vicegobernadora por la Libertad Avanza",0.117,0.221,0.235,0.22
"GOBERNADOR","En blanco",0.011,0.019,0.06,0
"GOBERNADOR","No sabe",0.023,0.027,0.06,0.276
"CORTA_PRESIDENTE","Si",0.135,0.279,0.175,0.337
"CORTA_PRESIDENTE","No",0.865,0.721,0.825,0.663
"CORTA_GOBERNADOR","Si",0.189,0.39,0.261,0.363
"CORTA_GOBERNADOR","No",0.811,0.61,0.739,0.637
"P13_imputada","Sergio Massa a presidente, Agustín Rossi a vicepresidente, Adán Bahl a gobernador y Claudia Monjo a vicegobernadora a  por Unión por la Patria",0.308,0.22,0.428,0.295
"P13_imputada","Patricia Bullrich a presidenta, Luis Petri a vicepresidente, Rogelio Frigerio a gobernador y Alicia Aluani a vicegobernadora por Juntos por el Cambio",0.547,0.236,0.121,0.107
"P13_imputada","Javier Milei a presidente, Victoria Villarruel a vicepresidenta, Arturo Etchevere a gobernador y Mayda Spizzi a vicegobernadora por la Libertad Avanza",0.13,0.492,0.372,0.592
"P13_imputada","Myriam Bregman a presidenta y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.005,0.031,0.036,0.006
"P13_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.007,0.021,0.008,0
"P13_imputada","En blanco",0.003,0,0.035,0
"PRESIDENTE_imputada","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.298,0.216,0.453,0.387
"PRESIDENTE_imputada","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.534,0.229,0.102,0.087
"PRESIDENTE_imputada","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.159,0.538,0.397,0.52
"PRESIDENTE_imputada","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.002,0.008,0.019,0.006
"PRESIDENTE_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.007,0.006,0.006,0
"PRESIDENTE_imputada","En blanco",0,0.003,0.023,0
"GOBERNADOR_imputada","Adán Bahl a gobernador y Claudia Monjo a vicegobernadora a  por Unión por la Patria",0.288,0.243,0.443,0.465
"GOBERNADOR_imputada","Rogelio Frigerio a gobernador y Alicia Aluani a vicegobernadora por Juntos por el Cambio",0.575,0.515,0.246,0.232
"GOBERNADOR_imputada","Arturo Etchevere a gobernador y Mayda Spizzi a vicegobernadora por la Libertad Avanza",0.121,0.221,0.247,0.303
"GOBERNADOR_imputada","En blanco",0.016,0.021,0.064,0
