"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","CABA","Centro","1 cordón GBA","2 cordón GBA","3 cordón GBA","Cuyo","Interior GBA","NEA","NOA","Patagonia"
"Si",0.417,0.487,0.345,0.526,0.445,0.339,0.333,0.352,0.417,0.466,0.429,0.384,0.488,0.379,0.284,0.372,0.434,0.463,0.441,0.449
"No",0.473,0.424,0.523,0.374,0.474,0.544,0.484,0.492,0.475,0.456,0.451,0.495,0.445,0.516,0.538,0.584,0.429,0.402,0.443,0.445
"No sabe",0.11,0.089,0.132,0.1,0.081,0.117,0.183,0.156,0.108,0.078,0.12,0.121,0.067,0.105,0.178,0.044,0.137,0.135,0.116,0.106
