"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","CABA","Centro","1 cordón GBA","2 cordón GBA","3 cordón GBA","Cuyo","Interior GBA","NEA","NOA","Patagonia"
"Si",0.371,0.434,0.308,0.47,0.385,0.31,0.313,0.312,0.357,0.431,0.408,0.302,0.437,0.373,0.323,0.343,0.383,0.516,0.375,0.29
"No",0.494,0.455,0.533,0.409,0.49,0.552,0.517,0.505,0.501,0.478,0.494,0.533,0.46,0.497,0.486,0.605,0.479,0.347,0.436,0.547
"No sabe",0.135,0.111,0.159,0.121,0.125,0.138,0.17,0.183,0.142,0.091,0.098,0.165,0.103,0.13,0.191,0.052,0.138,0.137,0.189,0.163
