"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"1",0.275,0.26,0.289,0.254,0.285,0.278,0.274,0.327,0.258,0.232,0.303,0.217,0.423,0.178,0.152
"2",0.055,0.049,0.061,0.072,0.047,0.054,0.053,0.046,0.066,0.048,0.051,0.062,0.075,0.037,0.082
"3",0.044,0.047,0.041,0.031,0.048,0.043,0.051,0.041,0.045,0.045,0.038,0.055,0.067,0.019,0.094
"4",0.044,0.035,0.052,0.053,0.045,0.042,0.032,0.035,0.049,0.046,0.034,0.064,0.045,0.037,0.08
"5",0.193,0.197,0.19,0.188,0.21,0.192,0.166,0.164,0.204,0.216,0.182,0.217,0.159,0.182,0.33
"6",0.044,0.039,0.047,0.047,0.046,0.038,0.041,0.023,0.052,0.058,0.044,0.043,0.023,0.056,0.118
"7",0.048,0.056,0.041,0.037,0.037,0.064,0.064,0.029,0.038,0.091,0.05,0.045,0.033,0.09,0.011
"8",0.062,0.077,0.048,0.066,0.063,0.058,0.062,0.06,0.059,0.072,0.067,0.053,0.037,0.087,0.049
"9",0.235,0.24,0.231,0.252,0.219,0.231,0.257,0.275,0.229,0.192,0.231,0.244,0.138,0.314,0.084
