"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"Siempre",0.279,0.277,0.282,0.191,0.253,0.305,0.371,0.262,0.287,0.288,0.276,0.286,0.293,0.276,0.273
"Casi siempre",0.381,0.38,0.381,0.302,0.393,0.388,0.409,0.359,0.375,0.412,0.373,0.395,0.421,0.379,0.375
"Casi nunca",0.25,0.236,0.263,0.334,0.277,0.225,0.16,0.277,0.228,0.251,0.261,0.228,0.219,0.249,0.239
"Nunca, pero esta es una excepción",0.09,0.107,0.074,0.173,0.077,0.082,0.06,0.102,0.11,0.049,0.09,0.091,0.067,0.096,0.113
