"var","categoria","1","2","3","4","5","6","7","8","9"
"P04","Tengo trabajo estable",0.469,0.274,0.452,0.313,0.471,0.56,0.553,0.425,0.326
"P04","Realizo changas o trabajos de vez en cuando",0.196,0.4,0.14,0.17,0.225,0.186,0.216,0.259,0.252
"P04","No tengo trabajo",0.17,0.191,0.305,0.116,0.155,0.099,0.086,0.162,0.228
"P04","Soy jubilado o pensionado",0.165,0.135,0.103,0.401,0.149,0.155,0.145,0.154,0.194
"P06","1",0.374,0.23,0.124,0.146,0.115,0.165,0.266,0.233,0.475
"P06","2",0.05,0.157,0.116,0.01,0.029,0.056,0.082,0.072,0.03
"P06","3",0.029,0.013,0.096,0.045,0.042,0.071,0.178,0.029,0.01
"P06","4",0.012,0.065,0.11,0.161,0.039,0.079,0.061,0.03,0.006
"P06","5",0.119,0.101,0.13,0.166,0.449,0.266,0.137,0.225,0.088
"P06","6",0.008,0.066,0.067,0.067,0.081,0.249,0.014,0.019,0.003
"P06","7",0.025,0.057,0.107,0.072,0.046,0.071,0.16,0.047,0.003
"P06","8",0.035,0.077,0.134,0.139,0.058,0.026,0.037,0.23,0.01
"P06","9",0.348,0.234,0.116,0.194,0.141,0.017,0.065,0.115,0.375
"P07","1",0.369,0.26,0.267,0.286,0.293,0.449,0.558,0.547,0.528
"P07","2",0.03,0.042,0.033,0.051,0.046,0.057,0.038,0.039,0.021
"P07","3",0.041,0.022,0.105,0.043,0.035,0.072,0.067,0.021,0.013
"P07","4",0.014,0.007,0.058,0.034,0.013,0.025,0.011,0.042,0.001
"P07","5",0.091,0.126,0.072,0.131,0.167,0.101,0.094,0.117,0.073
"P07","6",0.01,0.07,0.024,0.053,0.028,0.045,0.009,0.024,0.013
"P07","7",0.018,0.036,0.051,0.045,0.028,0.047,0.047,0.043,0.005
"P07","8",0.027,0.058,0.093,0.065,0.056,0.025,0.012,0.014,0.014
"P07","9",0.4,0.379,0.297,0.292,0.334,0.179,0.164,0.153,0.332
"P09","Del Frente de Todos y el peronismo",0.266,0.304,0.126,0.202,0.214,0.43,0.557,0.504,0.511
"P09","De Juntos por el cambio",0.416,0.333,0.51,0.377,0.303,0.335,0.18,0.242,0.168
"P09","De los Liberales libertarios",0.179,0.194,0.197,0.242,0.184,0.053,0.085,0.061,0.123
"P09","De la Izquierda",0.013,0.021,0.065,0.014,0.022,0.03,0.067,0.064,0.064
"P09","No sabe",0.126,0.148,0.102,0.165,0.277,0.152,0.111,0.129,0.134
"P10","A Alberto Fernández",0.221,0.175,0.127,0.186,0.126,0.088,0.171,0.127,0.197
"P10","A Sergio Massa",0.376,0.434,0.401,0.344,0.28,0.225,0.198,0.198,0.176
"P10","A algún candidato del peronismo",0.082,0.014,0.293,0.167,0.234,0.08,0.114,0.144,0.177
"P10","A algún candidato del kirchnerismo",0.321,0.377,0.179,0.303,0.36,0.607,0.517,0.531,0.45
"P11","A Alberto Fernández",0.232,0.254,0.053,0.055,0.178,0.073,0.143,0.12,0.191
"P11","A Sergio Massa",0.27,0.189,0,0.167,0.198,0.168,0.108,0.029,0.09
"P11","A algún candidato del peronismo",0.078,0.014,0.455,0.235,0.165,0.09,0.077,0.114,0.064
"P11","A Cristina Fernández de Kirchner",0.42,0.543,0.492,0.543,0.459,0.669,0.672,0.737,0.655
"P12","A Horacio Rodriguez Larreta",0.21,0.267,0.19,0.246,0.297,0.202,0.177,0.239,0.152
"P12","A Mauricio Macri",0.312,0.422,0.383,0.282,0.235,0.243,0.422,0.144,0.447
"P12","A Patricia Bullrich",0.359,0.268,0.385,0.313,0.339,0.371,0.215,0.393,0.301
"P12","A Facundo Manes",0.039,0.014,0.036,0.136,0.12,0.092,0.127,0.224,0.079
"P12","A Gerardo Morales",0.08,0.029,0.006,0.023,0.009,0.092,0.059,0,0.021
"P13","Seguro lo votaria",0.206,0.152,0.046,0.124,0.225,0.23,0.285,0.379,0.254
"P13","Quizás lo votaría",0.29,0.477,0.497,0.346,0.334,0.33,0.19,0.391,0.292
"P13","Nunca lo votaría",0.504,0.371,0.457,0.53,0.441,0.44,0.525,0.23,0.454
"P14","Lo votaría",0.301,0.188,0.288,0.24,0.175,0.059,0.102,0.161,0.14
"P14","Puede que lo vote",0.207,0.241,0.277,0.255,0.188,0.172,0.125,0.132,0.078
"P14","Nunca lo votaría",0.393,0.432,0.409,0.422,0.503,0.671,0.702,0.588,0.723
"P14","No sabe",0.099,0.139,0.026,0.083,0.134,0.098,0.071,0.119,0.059
"P15","Lo votaría",0.148,0.15,0.016,0.129,0.082,0.17,0.137,0.135,0.198
"P15","Puede que lo vote",0.163,0.139,0.136,0.162,0.182,0.216,0.329,0.318,0.27
"P15","Nunca lo votaría",0.606,0.672,0.812,0.667,0.633,0.496,0.439,0.504,0.428
"P15","No sabe",0.083,0.039,0.036,0.042,0.103,0.118,0.095,0.043,0.104
"P16","Lo votaría",0.144,0.13,0.054,0.03,0.073,0.079,0.127,0.061,0.227
