"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"Sergio Massa por el Frente de Todos",0.259,0.232,0.283,0.183,0.268,0.27,0.305,0.305,0.24,0.23,0.252,0.272,0.513,0.103,0.151
"Horacio Rodríguez Larreta por Juntos por el Cambio",0.274,0.247,0.299,0.264,0.216,0.312,0.361,0.282,0.258,0.29,0.286,0.251,0.113,0.507,0.268
"Javier Milei por los liberales libertarios",0.205,0.288,0.13,0.333,0.211,0.174,0.101,0.181,0.232,0.195,0.202,0.213,0.101,0.211,0.222
"Nicolás del Caño por la izquierda",0.032,0.036,0.028,0.03,0.045,0.022,0.019,0.033,0.029,0.036,0.027,0.041,0.036,0.01,0.069
"Otro candidato",0.124,0.113,0.134,0.104,0.144,0.119,0.105,0.095,0.132,0.145,0.113,0.144,0.115,0.11,0.134
"Aún no lo tengo decidido",0.106,0.084,0.126,0.086,0.116,0.103,0.109,0.104,0.109,0.104,0.12,0.079,0.122,0.059,0.156
