"var","categoria","La votaría","Puede que la vote","Nunca la votaría","No sabe"
"P04","Tengo trabajo estable",0.382,0.507,0.468,0.384
"P04","Realizo changas o trabajos de vez en cuando",0.236,0.18,0.197,0.246
"P04","No tengo trabajo",0.152,0.129,0.173,0.222
"P04","Soy jubilado o pensionado",0.23,0.184,0.162,0.148
"P05","1",0.412,0.327,0.222,0.324
"P05","2",0.072,0.075,0.08,0.045
"P05","3",0.07,0.067,0.023,0.018
"P05","4",0.098,0.104,0.068,0.083
"P05","5",0.192,0.237,0.191,0.23
"P05","6",0.032,0.029,0.046,0.059
"P05","7",0.019,0.069,0.093,0.054
"P05","8",0.037,0.025,0.061,0.052
"P05","9",0.068,0.067,0.216,0.135
"P06","1",0.141,0.138,0.381,0.252
"P06","2",0.029,0.056,0.064,0.004
"P06","3",0.032,0.009,0.056,0.022
"P06","4",0.024,0.036,0.042,0.068
"P06","5",0.178,0.223,0.191,0.296
"P06","6",0.057,0.06,0.043,0.024
"P06","7",0.067,0.109,0.023,0.07
"P06","8",0.094,0.101,0.041,0.069
"P06","9",0.378,0.268,0.159,0.195
"P07","1",0.188,0.275,0.506,0.364
"P07","2",0.027,0.036,0.049,0.015
"P07","3",0.04,0.046,0.036,0.013
"P07","4",0.016,0.016,0.019,0.011
"P07","5",0.135,0.108,0.075,0.199
"P07","6",0.021,0.04,0.024,0.005
"P07","7",0.051,0.049,0.014,0.014
"P07","8",0.04,0.066,0.031,0.036
"P07","9",0.482,0.364,0.246,0.343
"P09","Del Frente de Todos y el peronismo",0.041,0.076,0.549,0.185
"P09","De Juntos por el cambio",0.693,0.471,0.122,0.186
"P09","De los Liberales libertarios",0.216,0.301,0.111,0.068
"P09","De la Izquierda",0.013,0.013,0.049,0.042
"P09","No sabe",0.037,0.139,0.169,0.519
"P10","A Alberto Fernández",0.344,0.043,0.163,0.251
"P10","A Sergio Massa",0.119,0.425,0.266,0.258
"P10","A algún candidato del peronismo",0.537,0.14,0.111,0.178
"P10","A algún candidato del kirchnerismo",0,0.392,0.46,0.313
"P11","A Alberto Fernández",0.086,0.263,0.145,0.407
"P11","A Sergio Massa",0.353,0.127,0.165,0.07
"P11","A algún candidato del peronismo",0.513,0.122,0.067,0.178
"P11","A Cristina Fernández de Kirchner",0.048,0.488,0.623,0.345
"P12","A Horacio Rodriguez Larreta",0.145,0.366,0.292,0.095
"P12","A Mauricio Macri",0.323,0.243,0.298,0.565
"P12","A Patricia Bullrich",0.51,0.253,0.088,0.033
"P12","A Facundo Manes",0.019,0.079,0.171,0.298
"P12","A Gerardo Morales",0.003,0.059,0.151,0.009
"P13","Seguro lo votaria",0.208,0.189,0.149,0.286
"P13","Quizás lo votaría",0.361,0.324,0.314,0.303
"P13","Nunca lo votaría",0.431,0.487,0.537,0.411
"P14","Lo votaría",0.524,0.235,0.056,0.132
"P14","Puede que lo vote",0.27,0.424,0.07,0.147
"P14","Nunca lo votaría",0.135,0.233,0.828,0.294
"P14","No sabe",0.071,0.108,0.046,0.427
"P15","Lo votaría",0.05,0.048,0.204,0.107
"P15","Puede que lo vote",0.073,0.17,0.293,0.121
"P15","Nunca lo votaría",0.862,0.724,0.434,0.355
"P15","No sabe",0.015,0.058,0.069,0.417
"P16","Lo votaría",0.025,0.045,0.18,0.097
"P16","Puede que lo vote",0.023,0.055,0.307,0.174
"P16","Nunca lo votaría",0.941,0.862,0.432,0.436
"P16","No sabe",0.011,0.038,0.081,0.293
"P17","La votaría",0.024,0.056,0.513,0.189
"P17","Puede que la vote",0.007,0.019,0.109,0.076
"P17","Nunca la votaría",0.962,0.898,0.345,0.421
"P17","No sabe",0.007,0.027,0.033,0.314
"P18","Lo votaría",0.264,0.175,0.078,0.156
"P18","Puede que lo vote",0.418,0.412,0.098,0.138
