"var","categoria","La votaría","Puede que la vote","Nunca la votaría","No sabe"
"P04","Tengo trabajo estable",0.421,0.612,0.433,0.406
"P04","Realizo changas o trabajos de vez en cuando",0.21,0.14,0.222,0.198
"P04","No tengo trabajo",0.188,0.144,0.154,0.23
"P04","Soy jubilado o pensionado",0.181,0.104,0.191,0.166
"P05","1",0.242,0.304,0.325,0.306
"P05","2",0.077,0.037,0.087,0.007
"P05","3",0.013,0.016,0.06,0.01
"P05","4",0.037,0.031,0.106,0.105
"P05","5",0.117,0.216,0.244,0.203
"P05","6",0.052,0.051,0.032,0.025
"P05","7",0.115,0.126,0.037,0.08
"P05","8",0.092,0.035,0.03,0
"P05","9",0.255,0.184,0.079,0.264
"P06","1",0.493,0.362,0.147,0.448
"P06","2",0.059,0.074,0.039,0.048
"P06","3",0.044,0.153,0.025,0.015
"P06","4",0.037,0.021,0.037,0.11
"P06","5",0.149,0.155,0.23,0.206
"P06","6",0.034,0.008,0.062,0.01
"P06","7",0.025,0.045,0.067,0.006
"P06","8",0.03,0.059,0.088,0.013
"P06","9",0.129,0.123,0.305,0.144
"P07","1",0.633,0.459,0.247,0.429
"P07","2",0.045,0.06,0.033,0.041
"P07","3",0.026,0.047,0.039,0.017
"P07","4",0.022,0.008,0.015,0.011
"P07","5",0.036,0.107,0.129,0.225
"P07","6",0.008,0.052,0.03,0.018
"P07","7",0.008,0.012,0.04,0.015
"P07","8",0.008,0.059,0.054,0.013
"P07","9",0.214,0.196,0.413,0.231
"P09","Del Frente de Todos y el peronismo",0.833,0.659,0.04,0.174
"P09","De Juntos por el cambio",0.065,0.062,0.499,0.078
"P09","De los Liberales libertarios",0.007,0.06,0.263,0.087
"P09","De la Izquierda",0.019,0.069,0.034,0.045
"P09","No sabe",0.076,0.15,0.164,0.616
"P10","A Alberto Fernández",0.164,0.225,0.15,0.198
"P10","A Sergio Massa",0.243,0.371,0.347,0.312
"P10","A algún candidato del peronismo",0.091,0.179,0.386,0.182
"P10","A algún candidato del kirchnerismo",0.502,0.225,0.117,0.308
"P11","A Alberto Fernández",0.152,0.259,0.216,0.125
"P11","A Sergio Massa",0.125,0.308,0.29,0.11
"P11","A algún candidato del peronismo",0.04,0.193,0.358,0.163
"P11","A Cristina Fernández de Kirchner",0.683,0.24,0.136,0.602
"P12","A Horacio Rodriguez Larreta",0.141,0,0.242,0.178
"P12","A Mauricio Macri",0.012,0.581,0.322,0.381
"P12","A Patricia Bullrich",0.2,0.038,0.358,0.16
"P12","A Facundo Manes",0.369,0.381,0.047,0.247
"P12","A Gerardo Morales",0.278,0,0.031,0.034
"P13","Seguro lo votaria",0.186,0.071,0.199,0.555
"P13","Quizás lo votaría",0.179,0.573,0.347,0.32
"P13","Nunca lo votaría",0.635,0.356,0.454,0.125
"P14","Lo votaría",0.029,0.09,0.321,0.051
"P14","Puede que lo vote",0.046,0.03,0.276,0.055
"P14","Nunca lo votaría",0.857,0.823,0.316,0.526
"P14","No sabe",0.068,0.057,0.087,0.368
"P15","Lo votaría",0.309,0.257,0.044,0.07
"P15","Puede que lo vote",0.375,0.324,0.106,0.158
"P15","Nunca lo votaría",0.242,0.348,0.798,0.295
"P15","No sabe",0.074,0.071,0.052,0.477
"P16","Lo votaría",0.339,0.178,0.009,0.077
"P16","Puede que lo vote",0.397,0.612,0.041,0.084
"P16","Nunca lo votaría",0.189,0.138,0.927,0.153
"P16","No sabe",0.075,0.072,0.023,0.686
"P18","Lo votaría",0.118,0.016,0.183,0.016
"P18","Puede que lo vote",0.04,0.137,0.346,0.118
"P18","Nunca lo votaría",0.812,0.832,0.401,0.32
"P18","No sabe",0.03,0.015,0.07,0.546
"P19","Lo votaría",0.041,0.047,0.101,0.033
"P19","Puede que lo vote",0.106,0.245,0.289,0.12
"P19","Nunca lo votaría",0.731,0.588,0.505,0.293
"P19","No sabe",0.122,0.12,0.105,0.554
"P20","La votaría",0.021,0.026,0.401,0.041
"P20","Puede que la vote",0.034,0.051,0.258,0.099
"P20","Nunca la votaría",0.895,0.835,0.288,0.354
"P20","No sabe",0.05,0.088,0.053,0.506
"P21","Lo votaría",0.025,0.087,0.294,0.134
"P21","Puede que lo vote",0.031,0.125,0.242,0.062
"P21","Nunca lo votaría",0.892,0.655,0.406,0.404
"P21","No sabe",0.052,0.133,0.058,0.4
"P22","La votaría",0.026,0.053,0.169,0.018
"P22","Puede que la vote",0.036,0.092,0.313,0.083
"P22","Nunca la votaría",0.894,0.798,0.417,0.372
"P22","No sabe",0.044,0.057,0.101,0.527
"P23","Lo votaría",0.347,0.138,0.019,0.095
"P23","Puede que lo vote",0.274,0.247,0.074,0.094
"P23","Nunca lo votaría",0.296,0.505,0.813,0.158
"P23","No sabe",0.083,0.11,0.094,0.653
"P24","Lo votaría",0.068,0.041,0.052,0.004
"P24","Puede que lo vote",0.065,0.197,0.213,0.044
"P24","Nunca lo votaría",0.733,0.611,0.603,0.199
"P24","No sabe",0.134,0.151,0.132,0.753
"P25","Mauricio Macri por Juntos por el Cambio",0.003,0.046,0.204,0.031
"P25","Horacio Rodríguez Larreta por Juntos por el Cambio",0.001,0.06,0.133,0.084
"P25","Patricia Bullrich por Juntos por el Cambio",0.001,0.019,0.246,0
"P25","Facundo Manes por Juntos por el Cambio",0.007,0.055,0.073,0.02
"P25","Alberto Fernández por el Frente de Todos",0.136,0.263,0.002,0.045
"P25","Cristina Fernández de Kirchner por el Frente de Todos",0.815,0.309,0.015,0.166
"P25","Javier Milei por los liberales libertarios",0.002,0.023,0.198,0.079
"P25","Nicolás del Caño por la izquierda",0.005,0.057,0.019,0.008
"P25","Otros candidatos",0.012,0.071,0.041,0.219
"P25","Aún no lo tengo decidido",0.018,0.097,0.069,0.348
"P26","Horacio Rodríguez Larreta por Juntos por el Cambio",0.01,0.075,0.173,0.017
"P26","Patricia Bullrich por Juntos por el Cambio",0.005,0.024,0.375,0.047
"P26","Facundo Manes por Juntos por el Cambio",0.012,0.062,0.094,0.054
"P26","Wado de Pedro por el Frente de Todos",0.399,0.164,0.012,0.178
"P26","Sergio Massa por el Frente de Todos",0.397,0.441,0.025,0.166
"P26","Javier Milei por los liberales libertarios",0.034,0.065,0.198,0.089
"P26","Nicolás del Caño por la izquierda",0.019,0.04,0.03,0.008
"P26","Otros candidatos",0.024,0.049,0.019,0.092
"P26","Aún no lo tengo decidido",0.1,0.08,0.074,0.349
"P27","Cristina Fernández de Kirchner por el Frente de Todos",0.931,0.523,0.015,0.388
"P27","Mauricio Macri por Juntos por el Cambio",0.008,0.051,0.428,0.031
"P27","Javier Milei por los liberales libertarios",0.005,0.092,0.276,0.091
"P27","Nicolás del Caño por la izquierda",0.021,0.116,0.032,0.026
"P27","Otro candidato",0.018,0.074,0.14,0.162
"P27","Aún no lo tengo decidido",0.017,0.144,0.109,0.302
"P29","Horacio Rodríguez Larreta por Juntos por el Cambio",0.106,0.158,0.378,0.189
"P29","Wado de Pedro por el Frente de Todos",0.686,0.318,0.057,0.123
"P29","Javier Milei por los liberales libertarios",0.012,0.128,0.302,0.171
"P29","Nicolás del Caño por la izquierda",0.018,0.1,0.019,0.025
"P29","Otro candidato",0.078,0.101,0.133,0.137
"P29","Aún no lo tengo decidido",0.1,0.195,0.111,0.355
"P31","Sergio Massa por el Frente de Todos",0.653,0.496,0.061,0.242
"P31","Patricia Bullrich por Juntos por el Cambio",0.078,0.035,0.495,0.014
"P31","Javier Milei por los liberales libertarios",0.018,0.119,0.253,0.106
"P31","Nicolás del Caño por la izquierda",0.027,0.107,0.025,0.042
