"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"Sergio Massa por el Frente de Todos",0.312,0.297,0.326,0.259,0.341,0.313,0.3,0.322,0.297,0.324,0.309,0.318,0.637,0.094,0.254
"Patricia Bullrich por Juntos por el Cambio",0.47,0.501,0.44,0.407,0.442,0.499,0.545,0.456,0.483,0.465,0.49,0.429,0.138,0.792,0.481
"No sabe",0.218,0.202,0.234,0.334,0.217,0.188,0.155,0.222,0.22,0.211,0.201,0.253,0.225,0.114,0.265
