"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"Cristina Fernández de Kirchner por el Frente de Todos",0.313,0.282,0.342,0.207,0.365,0.322,0.296,0.367,0.263,0.326,0.305,0.331,0.717,0.054,0.06
"Patricia Bullrich por Juntos por el Cambio",0.343,0.334,0.351,0.276,0.271,0.401,0.485,0.349,0.33,0.357,0.376,0.277,0.085,0.654,0.298
"Javier Milei por los liberales libertarios",0.17,0.232,0.114,0.305,0.192,0.124,0.052,0.134,0.216,0.143,0.161,0.188,0.059,0.156,0.21
"Nicolás del Caño por la izquierda",0.017,0.024,0.01,0,0.03,0.012,0.01,0.022,0.014,0.014,0.016,0.019,0.015,0.008,0.033
"Otro candidato",0.079,0.069,0.087,0.081,0.079,0.083,0.071,0.06,0.088,0.086,0.062,0.111,0.058,0.069,0.193
"Aún no lo tengo decidido",0.078,0.059,0.096,0.131,0.063,0.058,0.086,0.068,0.089,0.074,0.08,0.074,0.066,0.059,0.206
