"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"A Alberto Fernández",0.175,0.127,0.221,0.343,0.121,0.147,0.133,0.222,0.195,0.08,0.193,0.141,0.149,0.154,0.404
"A Sergio Massa",0.274,0.324,0.227,0.235,0.284,0.222,0.37,0.327,0.269,0.213,0.238,0.343,0.257,0.431,0.276
"A algún candidato del peronismo",0.138,0.134,0.142,0.157,0.117,0.167,0.126,0.118,0.132,0.175,0.135,0.145,0.131,0.231,0.098
"A algún candidato del kirchnerismo",0.413,0.415,0.41,0.265,0.478,0.464,0.371,0.333,0.404,0.532,0.434,0.371,0.463,0.184,0.222
