"fecha","t1 A Tolosa Paz por el Frente de todos","t1 A Santilli y Manes por Juntos","t1 A Del Caño por el Frente de Izquierda","t1 A Espert por Avanza libertad","t1 A Randazo por “Vamos con vos""","t1 A Hotton por “+Valores”","t1 Votaría en blanco o anularía","s1 A Tolosa Paz por el Frente de todos","s1 A Santilli y Manes por Juntos","s1 A Del Caño por el Frente de Izquierda","s1 A Espert por Avanza libertad","s1 A Randazo por “Vamos con vos""","s1 A Hotton por “+Valores”","s1 Votaría en blanco o anularía","s2 A Tolosa Paz por el Frente de todos","s2 A Santilli y Manes por Juntos","s2 A Del Caño por el Frente de Izquierda","s2 A Espert por Avanza libertad","s2 A Randazo por “Vamos con vos""","s2 A Hotton por “+Valores”","s2 Votaría en blanco o anularía","e1 A Tolosa Paz por el Frente de todos","e1 A Santilli y Manes por Juntos","e1 A Del Caño por el Frente de Izquierda","e1 A Espert por Avanza libertad","e1 A Randazo por “Vamos con vos""","e1 A Hotton por “+Valores”","e1 Votaría en blanco o anularía","e2 A Tolosa Paz por el Frente de todos","e2 A Santilli y Manes por Juntos","e2 A Del Caño por el Frente de Izquierda","e2 A Espert por Avanza libertad","e2 A Randazo por “Vamos con vos""","e2 A Hotton por “+Valores”","e2 Votaría en blanco o anularía","e3 A Tolosa Paz por el Frente de todos","e3 A Santilli y Manes por Juntos","e3 A Del Caño por el Frente de Izquierda","e3 A Espert por Avanza libertad","e3 A Randazo por “Vamos con vos""","e3 A Hotton por “+Valores”","e3 Votaría en blanco o anularía","e4 A Tolosa Paz por el Frente de todos","e4 A Santilli y Manes por Juntos","e4 A Del Caño por el Frente de Izquierda","e4 A Espert por Avanza libertad","e4 A Randazo por “Vamos con vos""","e4 A Hotton por “+Valores”","e4 Votaría en blanco o anularía","ed1 A Tolosa Paz por el Frente de todos","ed1 A Santilli y Manes por Juntos","ed1 A Del Caño por el Frente de Izquierda","ed1 A Espert por Avanza libertad","ed1 A Randazo por “Vamos con vos""","ed1 A Hotton por “+Valores”","ed1 Votaría en blanco o anularía","ed2 A Tolosa Paz por el Frente de todos","ed2 A Santilli y Manes por Juntos","ed2 A Del Caño por el Frente de Izquierda","ed2 A Espert por Avanza libertad","ed2 A Randazo por “Vamos con vos""","ed2 A Hotton por “+Valores”","ed2 Votaría en blanco o anularía","ed3 A Tolosa Paz por el Frente de todos","ed3 A Santilli y Manes por Juntos","ed3 A Del Caño por el Frente de Izquierda","ed3 A Espert por Avanza libertad","ed3 A Randazo por “Vamos con vos""","ed3 A Hotton por “+Valores”","ed3 Votaría en blanco o anularía","v1 A Tolosa Paz por el Frente de todos","v1 A Santilli y Manes por Juntos","v1 A Del Caño por el Frente de Izquierda","v1 A Espert por Avanza libertad","v1 A Randazo por “Vamos con vos""","v1 A Hotton por “+Valores”","v1 Votaría en blanco o anularía","v2 A Tolosa Paz por el Frente de todos","v2 A Santilli y Manes por Juntos","v2 A Del Caño por el Frente de Izquierda","v2 A Espert por Avanza libertad","v2 A Randazo por “Vamos con vos""","v2 A Hotton por “+Valores”","v2 Votaría en blanco o anularía","v3 A Tolosa Paz por el Frente de todos","v3 A Santilli y Manes por Juntos","v3 A Del Caño por el Frente de Izquierda","v3 A Espert por Avanza libertad","v3 A Randazo por “Vamos con vos""","v3 A Hotton por “+Valores”","v3 Votaría en blanco o anularía"
2021-09-22,0.35,0.372,0.072,0.083,0.026,NA,0.097,0.315,0.376,0.082,0.087,0.026,NA,0.114,0.383,0.368,0.062,0.08,0.027,NA,0.08,0.315,0.274,0.121,0.141,0.019,NA,0.13,0.373,0.349,0.069,0.068,0.034,NA,0.107,0.405,0.43,0.041,0.016,0.039,NA,0.069,0.276,0.541,0.027,0.109,0,NA,0.047,0.343,0.381,0.044,0.046,0.025,NA,0.161,0.396,0.311,0.089,0.089,0.04,NA,0.075,0.274,0.47,0.081,0.126,0.003,NA,0.046,0.65,0.127,0.054,0.027,0.023,NA,0.119,0.027,0.78,0.079,0.104,0.007,NA,0.003,0,0.38,0.092,0.251,0.082,NA,0.195
2021-09-23,0.372,0.397,0.044,0.079,0.031,NA,0.077,0.31,0.434,0.069,0.07,0.038,NA,0.079,0.433,0.362,0.019,0.087,0.024,NA,0.075,0.363,0.309,0.059,0.149,0,NA,0.12,0.406,0.397,0.052,0.059,0.031,NA,0.055,0.339,0.428,0.034,0.037,0.082,NA,0.08,0.351,0.524,0.008,0.054,0.017,NA,0.046,0.411,0.378,0.016,0.05,0.035,NA,0.11,0.38,0.364,0.062,0.079,0.037,NA,0.078,0.305,0.485,0.049,0.117,0.016,NA,0.028,0.677,0.113,0.045,0.017,0.034,NA,0.114,0.072,0.801,0.031,0.085,0.011,NA,0,0,0.631,0.088,0.193,0.088,NA,0
2021-09-24,0.385,0.39,0.055,0.074,0.041,NA,0.055,0.31,0.424,0.077,0.093,0.055,NA,0.041,0.455,0.357,0.035,0.057,0.029,NA,0.067,0.413,0.268,0.091,0.135,0.01,NA,0.083,0.379,0.428,0.046,0.054,0.047,NA,0.046,0.334,0.427,0.056,0.065,0.08,NA,0.038,0.421,0.476,0.005,0.019,0.035,NA,0.044,0.413,0.364,0.055,0.043,0.048,NA,0.077,0.402,0.362,0.052,0.093,0.037,NA,0.054,0.314,0.478,0.061,0.084,0.039,NA,0.024,0.654,0.127,0.074,0.018,0.034,NA,0.093,0.113,0.743,0.026,0.109,0.003,NA,0.006,0.085,0.632,0.05,0.097,0.136,NA,0
2021-09-25,0.367,0.399,0.047,0.067,0.052,NA,0.068,0.285,0.451,0.053,0.1,0.063,NA,0.048,0.442,0.351,0.041,0.036,0.043,NA,0.087,0.359,0.289,0.089,0.127,0.044,NA,0.092,0.396,0.406,0.027,0.036,0.061,NA,0.074,0.312,0.429,0.059,0.084,0.058,NA,0.058,0.386,0.541,0,0.009,0.04,NA,0.024,0.429,0.341,0.057,0.028,0.066,NA,0.079,0.367,0.397,0.036,0.081,0.046,NA,0.073,0.281,0.484,0.051,0.095,0.045,NA,0.044,0.61,0.148,0.075,0.036,0.045,NA,0.086,0.129,0.733,0.009,0.091,0.01,NA,0.028,0.083,0.602,0,0.015,0.225,NA,0.075
2021-09-26,0.357,0.387,0.042,0.081,0.052,NA,0.081,0.243,0.463,0.049,0.126,0.049,NA,0.07,0.459,0.319,0.035,0.042,0.054,NA,0.091,0.325,0.298,0.053,0.16,0.077,NA,0.087,0.379,0.36,0.027,0.056,0.056,NA,0.122,0.324,0.453,0.083,0.071,0.029,NA,0.04,0.404,0.527,0,0.018,0.026,NA,0.025,0.406,0.325,0.07,0.031,0.058,NA,0.11,0.352,0.385,0.01,0.107,0.061,NA,0.085,0.298,0.474,0.06,0.105,0.028,NA,0.035,0.578,0.151,0.063,0.052,0.049,NA,0.107,0.136,0.711,0.007,0.11,0.009,NA,0.027,0.088,0.58,0,0.121,0.163,NA,0.048
2021-09-27,0.321,0.402,0.045,0.085,0.036,NA,0.111,0.204,0.473,0.057,0.132,0.027,NA,0.107,0.433,0.335,0.034,0.041,0.043,NA,0.114,0.275,0.306,0.059,0.18,0.062,NA,0.118,0.332,0.351,0.045,0.056,0.041,NA,0.175,0.361,0.475,0.053,0.052,0.008,NA,0.051,0.323,0.614,0.011,0.026,0.007,NA,0.019,0.357,0.391,0.026,0.019,0.043,NA,0.164,0.31,0.364,0.055,0.127,0.047,NA,0.097,0.293,0.49,0.053,0.096,0.005,NA,0.063,0.542,0.166,0.064,0.051,0.041,NA,0.136,0.067,0.779,0.006,0.104,0.009,NA,0.035,0.193,0.439,0,0.239,0.091,NA,0.038
2021-09-28,0.348,0.414,0.047,0.082,0.014,NA,0.095,0.242,0.483,0.049,0.137,0.009,NA,0.08,0.444,0.35,0.046,0.031,0.02,NA,0.109,0.353,0.216,0.078,0.188,0.037,NA,0.128,0.346,0.424,0.051,0.049,0.011,NA,0.119,0.402,0.5,0.019,0.031,0,NA,0.048,0.267,0.642,0.019,0.034,0,NA,0.038,0.376,0.501,0.007,0.007,0.013,NA,0.096,0.33,0.342,0.06,0.139,0.023,NA,0.106,0.345,0.429,0.077,0.074,0,NA,0.075,0.602,0.174,0.063,0.019,0.016,NA,0.126,0.067,0.792,0.008,0.127,0,NA,0.006,0.248,0.48,0,0.272,0,NA,0
2021-09-29,0.354,0.416,0.045,0.069,0.033,NA,0.083,0.281,0.445,0.058,0.126,0.023,NA,0.067,0.42,0.391,0.033,0.017,0.042,NA,0.097,0.457,0.173,0.082,0.155,0.022,NA,0.111,0.358,0.471,0.041,0.04,0.039,NA,0.051,0.33,0.483,0.025,0.043,0.054,NA,0.065,0.186,0.625,0.015,0.024,0.006,NA,0.144,0.394,0.4,0.015,0,0.072,NA,0.119,0.38,0.351,0.066,0.119,0.01,NA,0.074,0.257,0.555,0.045,0.063,0.025,NA,0.055,0.647,0.172,0.062,0,0.03,NA,0.089,0.031,0.806,0.009,0.117,0.024,NA,0.013,0.23,0.345,0,0.328,0.026,NA,0.071
2021-09-30,0.361,0.399,0.027,0.096,0.056,NA,0.061,0.309,0.384,0.039,0.153,0.072,NA,0.043,0.408,0.412,0.017,0.043,0.042,NA,0.078,0.488,0.192,0.023,0.158,0.094,NA,0.045,0.373,0.43,0.038,0.117,0.027,NA,0.015,0.258,0.487,0.03,0.02,0.092,NA,0.113,0.226,0.594,0.004,0.026,0.006,NA,0.144,0.404,0.34,0.034,0.024,0.09,NA,0.108,0.386,0.421,0.011,0.104,0.033,NA,0.045,0.256,0.437,0.049,0.179,0.05,NA,0.029,0.697,0.147,0.013,0.016,0.074,NA,0.053,0.023,0.765,0.028,0.144,0.027,NA,0.013,0,0.413,0,0.375,0.053,NA,0.159
2021-10-01,0.359,0.391,0.036,0.074,0.06,NA,0.08,0.312,0.366,0.065,0.109,0.074,NA,0.074,0.402,0.413,0.01,0.042,0.047,NA,0.086,0.47,0.233,0.057,0.071,0.135,NA,0.034,0.35,0.402,0.028,0.103,0.028,NA,0.089,0.316,0.45,0.022,0.043,0.059,NA,0.11,0.233,0.576,0.036,0.048,0.004,NA,0.103,0.36,0.298,0.062,0.033,0.093,NA,0.154,0.423,0.401,0.019,0.061,0.045,NA,0.051,0.24,0.497,0.033,0.154,0.042,NA,0.034,0.658,0.139,0.023,0.025,0.079,NA,0.076,0.032,0.793,0.032,0.081,0.036,NA,0.026,0.186,0.325,0,0.332,0.04,NA,0.117
