"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.361,0.339,0.381,0.34,0.382,0.374,0.328,0.373,0.362,0.345,0.663,0.102,0.319,0.272,0.365,0.405,0.426,0.734,0.703,0.045,0.154,0.097
"Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.249,0.221,0.275,0.16,0.189,0.342,0.425,0.224,0.23,0.311,0.089,0.509,0.229,0.279,0.196,0.21,0.258,0.117,0.105,0.832,0.501,0.051
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.255,0.32,0.197,0.346,0.288,0.171,0.133,0.248,0.282,0.222,0.152,0.311,0.312,0.27,0.317,0.282,0.207,0.088,0.085,0.073,0.151,0.792
"Los candidatos a presidente y vicepresidente de la izquierda",0.029,0.03,0.027,0.037,0.032,0.017,0.022,0.026,0.03,0.031,0.02,0.014,0.029,0.034,0.02,0.024,0.03,0.022,0.05,0.015,0.034,0.009
"Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.045,0.04,0.049,0.053,0.05,0.036,0.029,0.042,0.043,0.051,0.033,0.035,0.071,0.077,0.04,0.027,0.023,0.025,0.035,0.007,0.08,0.026
"En blanco",0.022,0.022,0.022,0.027,0.02,0.018,0.025,0.035,0.019,0.011,0.017,0.012,0.021,0.03,0.023,0.019,0.016,0.007,0.014,0.005,0.021,0.007
"No sabe",0.039,0.028,0.049,0.037,0.039,0.042,0.038,0.052,0.034,0.029,0.026,0.017,0.019,0.038,0.039,0.033,0.04,0.007,0.008,0.023,0.059,0.018
