"var","categoria","Inflación","Desempleo","Corrupción","Inseguridad","Precio del dólar","Pobreza","Narcotráfico","Tarifas","Otro","No sabe"
"P10","Unión por la Patria",0.41,0.406,0.136,0.369,0.574,0.506,0.558,0.575,0.531,0.43
"P10","Juntos por el Cambio",0.251,0.256,0.37,0.311,0.17,0.162,0.141,0.309,0.149,0.18
"P10","De los liberales libertarios",0.232,0.159,0.348,0.173,0.086,0.141,0.036,0.088,0.134,0.114
"P10","De la Izquierda",0.029,0.039,0.03,0.035,0.044,0.073,0.073,0.018,0.068,0.052
"P10","Hacemos por nuestro país",0.023,0.017,0.035,0.033,0.003,0.034,0.02,0,0.031,0.012
"P10","Otro",0.019,0.054,0.031,0.033,0.035,0.016,0,0,0.023,0.014
"P10","En blanco",0.006,0.019,0.011,0.018,0.003,0.022,0.066,0.01,0.006,0.089
"P10","No sabe",0.03,0.05,0.039,0.028,0.085,0.046,0.106,0,0.058,0.109
"P13","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.458,0.405,0.145,0.431,0.684,0.55,0.674,0.508,0.505,0.493
"P13","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.23,0.225,0.373,0.256,0.121,0.119,0.124,0.169,0.175,0.203
"P13","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.226,0.214,0.365,0.238,0.038,0.166,0.01,0.063,0.115,0.141
"P13","Los candidatos a presidente y vicepresidente de la izquierda",0.025,0.027,0.028,0.014,0.012,0.07,0.021,0.022,0.078,0.033
"P13","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.035,0.042,0.054,0.028,0.127,0.031,0.095,0.165,0.044,0.033
"P13","En blanco",0.011,0.035,0.013,0.004,0.005,0.028,0.021,0.063,0.019,0.04
"P13","No sabe",0.015,0.052,0.022,0.029,0.013,0.036,0.055,0.01,0.064,0.057
"P26","Totalmente seguro",0.747,0.608,0.715,0.677,0.748,0.703,0.767,0.655,0.836,0.517
"P26","Bastante seguro",0.117,0.135,0.116,0.133,0.033,0.121,0.057,0.164,0.067,0.109
"P26","Algo seguro",0.089,0.129,0.098,0.111,0.122,0.102,0.081,0.016,0.053,0.143
"P26","Para nada seguro",0.047,0.128,0.071,0.079,0.097,0.074,0.095,0.165,0.044,0.231
"P27","Tiene Decidido que va a ir a votar",0.93,0.906,0.935,0.89,0.95,0.975,0.914,0.94,0.928,0.733
"P27","Tiene dudas sobre si va a ir a  votar",0.047,0.076,0.044,0.086,0.045,0.014,0.065,0.06,0.056,0.182
"P27","Tiene Decidido que no va a ir a votar",0.023,0.018,0.021,0.024,0.005,0.011,0.021,0,0.016,0.085
"P28","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.486,0.56,0.187,0.502,0.666,0.635,0.685,0.735,0.578,0.473
"P28","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.299,0.215,0.514,0.317,0.23,0.124,0.162,0.217,0.185,0.274
"P28","En blanco",0.13,0.13,0.168,0.071,0.026,0.085,0.033,0.016,0.1,0.049
"P28","No sabe",0.085,0.095,0.131,0.11,0.078,0.156,0.12,0.032,0.137,0.204
"P29","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.327,0.306,0.427,0.358,0.266,0.273,0.215,0.143,0.263,0.189
"P29","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.274,0.216,0.384,0.242,0.175,0.118,0.09,0.289,0.125,0.221
"P29","En blanco",0.238,0.264,0.115,0.216,0.333,0.371,0.323,0.26,0.456,0.213
"P29","No sabe",0.161,0.214,0.074,0.184,0.226,0.238,0.372,0.308,0.156,0.377
"P30","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.484,0.531,0.186,0.461,0.771,0.663,0.7,0.593,0.55,0.606
"P30","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.325,0.234,0.491,0.262,0.105,0.158,0.012,0.278,0.19,0.123
"P30","En blanco",0.104,0.114,0.202,0.14,0.03,0.095,0.113,0.042,0.157,0.155
"P30","No sabe",0.087,0.121,0.121,0.137,0.094,0.084,0.175,0.087,0.103,0.116
"P10_imputada","Unión por la Patria",0.418,0.435,0.144,0.377,0.615,0.52,0.605,0.575,0.546,0.43
"P10_imputada","Juntos por el Cambio",0.261,0.257,0.382,0.315,0.193,0.165,0.141,0.309,0.157,0.233
"P10_imputada","De los liberales libertarios",0.236,0.165,0.356,0.189,0.086,0.16,0.096,0.088,0.134,0.171
"P10_imputada","De la Izquierda",0.034,0.05,0.031,0.035,0.051,0.073,0.072,0.018,0.09,0.052
"P10_imputada","Hacemos por nuestro país",0.026,0.02,0.035,0.033,0.003,0.044,0.02,0,0.038,0.011
