"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Tiene Decidido que va a ir a votar",0.906,0.904,0.907,0.885,0.916,0.938,0.874,0.868,0.906,0.95,0.929,0.941,0.852,0.904,0.881,0.909,0.92,0.898,0.93,0.941,0.912,0.9
"Tiene dudas sobre si va a ir a  votar",0.069,0.074,0.064,0.091,0.061,0.047,0.079,0.094,0.072,0.033,0.058,0.038,0.105,0.065,0.092,0.059,0.061,0.074,0.057,0.046,0.08,0.094
"Tiene Decidido que no va a ir a votar",0.025,0.022,0.029,0.024,0.023,0.015,0.047,0.038,0.022,0.017,0.013,0.021,0.043,0.031,0.027,0.032,0.019,0.028,0.013,0.013,0.008,0.006
