"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.345,0.318,0.37,0.252,0.324,0.391,0.485,0.322,0.316,0.417,0.214,0.552,0.333,0.367,0.299,0.274,0.362,0.33,0.352,0.811,0.691,0.098
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.278,0.35,0.213,0.392,0.288,0.203,0.17,0.271,0.303,0.247,0.166,0.345,0.322,0.295,0.339,0.282,0.23,0.091,0.113,0.137,0.18,0.82
"En blanco",0.222,0.203,0.239,0.232,0.222,0.24,0.18,0.213,0.224,0.23,0.389,0.048,0.194,0.201,0.192,0.275,0.248,0.36,0.382,0.029,0.066,0.04
"No sabe",0.155,0.129,0.178,0.124,0.166,0.166,0.165,0.194,0.157,0.106,0.231,0.055,0.151,0.137,0.17,0.169,0.16,0.219,0.153,0.023,0.063,0.042
