"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.424,0.393,0.452,0.397,0.44,0.443,0.405,0.446,0.408,0.421,0.729,0.16,0.368,0.354,0.399,0.495,0.485,0.798,0.771,0.122,0.345,0.057
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.329,0.396,0.269,0.429,0.353,0.27,0.184,0.29,0.354,0.338,0.159,0.474,0.341,0.357,0.38,0.328,0.278,0.069,0.077,0.288,0.266,0.83
"En blanco",0.141,0.125,0.154,0.126,0.103,0.164,0.224,0.137,0.136,0.152,0.061,0.214,0.179,0.16,0.133,0.119,0.132,0.08,0.106,0.395,0.258,0.061
"No sabe",0.106,0.086,0.125,0.048,0.104,0.123,0.187,0.127,0.102,0.089,0.051,0.152,0.112,0.129,0.088,0.058,0.105,0.053,0.046,0.195,0.131,0.052
