"var","categoria","Mejor","Igual","Peor","No sabe"
"P09","Toloza Paz",0.78,0.401,0.119,0.348
"P09","Diego Santilli",0.032,0.19,0.402,0.179
"P09","Facundo Manes",0.026,0.111,0.152,0.089
"P09","Florencio Randazzo",0.026,0.054,0.048,0.021
"P09","A la izquierda",0.007,0.033,0.013,0.029
"P09","Jose Luis Espert",0.014,0.033,0.102,0.076
"P09","Otros candidatos",0.061,0.09,0.069,0.127
"P09","Votaría en blanco o anularía",0.054,0.088,0.095,0.131
