"var","categoria","Mejor","Igual","Peor","No sabe"
"P09","Toloza Paz",0.77,0.389,0.141,0.386
"P09","Diego Santilli",0.035,0.216,0.388,0.182
"P09","Facundo Manes",0.015,0.113,0.153,0.07
"P09","Florencio Randazzo",0.034,0.036,0.052,0.036
"P09","A la izquierda",0.011,0.044,0.009,0.023
"P09","Jose Luis Espert",0.011,0.041,0.098,0.057
"P09","Otros candidatos",0.07,0.038,0.08,0.151
"P09","Votaría en blanco o anularía",0.054,0.123,0.079,0.095
