"var","categoria","Gran excedente habitual","Gran excedente excepcional","Pequeño excedente habitual","Pequeño excedente excepcional","Alcanza gastos familia","No alcanza gastos familia","Solo NBFamiliares","No alcanza NBFamiliares","No sabe"
"P09","Toloza Paz",0.237,0,0.379,0.451,0.447,0.283,0.33,0.281,0.276
"P09","Diego Santilli",0.103,0,0.298,0.227,0.26,0.248,0.286,0.255,0.252
"P09","Facundo Manes",0.024,0,0.101,0.137,0.085,0.132,0.086,0.133,0.042
"P09","Florencio Randazzo",0.046,0,0.016,0.042,0.015,0.063,0.055,0.054,0
"P09","A la izquierda",0.039,0,0.01,0.002,0.008,0.011,0.032,0.019,0.091
"P09","Jose Luis Espert",0.302,0,0.062,0.066,0.051,0.091,0.088,0.037,0.098
"P09","Otros candidatos",0,0,0.087,0.016,0.048,0.064,0.07,0.105,0.113
"P09","Votaría en blanco o anularía",0.249,0,0.047,0.059,0.086,0.108,0.053,0.116,0.128
