"var","categoria","Siempre","Casi siempre","Casi nunca","Nunca, pero esta es una excepción"
"P10","Camau Espinola por Unión por la patria",0.152,0.046,0.129,0.095
"P10","German Brailard por Unión por la patria",0.021,0.089,0.024,0.008
"P10","Juan Pablo Valdes por Juntos por el cambio",0.23,0.21,0.279,0.186
"P10","Eduardo Tassano por Juntos por el cambio",0.047,0.095,0.028,0.08
"P10","Pitin Aragon por Unión por la patria",0.115,0.049,0.071,0.042
"P10","Tincho Ascua por Unión por la patria",0.014,0.093,0.018,0.119
"P10","Emiliano Fernandez por Unión por la patria",0.056,0.024,0.081,0.002
"P10","Ricardo Colombi por Juntos por el cambio",0.201,0.125,0.133,0.199
"P10","Noelia Bassi por Juntos por el cambio",0.043,0.071,0.021,0.022
"P10","No sabe",0.121,0.198,0.216,0.247
"P14","Lo votaría",0.194,0.141,0.175,0.157
"P14","Puede que lo vote",0.187,0.185,0.242,0.219
"P14","Nunca lo votaría",0.515,0.527,0.424,0.34
"P14","No sabe",0.104,0.147,0.159,0.284
"P15","Lo votaría",0.117,0.097,0.085,0.128
"P15","Puede que lo vote",0.259,0.237,0.263,0.192
"P15","Nunca lo votaría",0.494,0.5,0.432,0.363
"P15","No sabe",0.13,0.166,0.22,0.317
"P16","Lo votaría",0.28,0.26,0.261,0.248
"P16","Puede que lo vote",0.238,0.272,0.227,0.145
"P16","Nunca lo votaría",0.399,0.316,0.291,0.346
"P16","No sabe",0.083,0.152,0.221,0.261
"P17","Lo votaría",0.164,0.147,0.09,0.167
"P17","Puede que lo vote",0.245,0.285,0.246,0.235
"P17","Nunca lo votaría",0.49,0.379,0.44,0.392
"P17","No sabe",0.101,0.189,0.224,0.206
"P18","Lo votaría",0.078,0.093,0.048,0.036
"P18","Puede que lo vote",0.187,0.244,0.2,0.212
"P18","Nunca lo votaría",0.575,0.466,0.49,0.432
"P18","No sabe",0.16,0.197,0.262,0.32
"P19","Lo votaría",0.097,0.088,0.058,0.028
"P19","Puede que lo vote",0.219,0.201,0.185,0.221
"P19","Nunca lo votaría",0.543,0.525,0.494,0.467
"P19","No sabe",0.141,0.186,0.263,0.284
"P20","Lo votaría",0.147,0.052,0.072,0.042
"P20","Puede que lo vote",0.128,0.151,0.143,0.208
"P20","Nunca lo votaría",0.577,0.531,0.482,0.475
"P20","No sabe",0.148,0.266,0.303,0.275
"P21","Lo votaría",0.286,0.223,0.232,0.216
"P21","Puede que lo vote",0.199,0.2,0.149,0.143
"P21","Nunca lo votaría",0.431,0.414,0.434,0.409
"P21","No sabe",0.084,0.163,0.185,0.232
"P22","Lo votaría",0.161,0.111,0.098,0.143
"P22","Puede que lo vote",0.208,0.211,0.181,0.166
"P22","Nunca lo votaría",0.479,0.428,0.473,0.372
"P22","No sabe",0.152,0.25,0.248,0.319
"P23","Muy buena",0.118,0.079,0.106,0.085
"P23","Buena",0.292,0.253,0.148,0.259
"P23","Ni buena ni mala",0.318,0.348,0.435,0.332
"P23","Mala",0.243,0.251,0.249,0.154
"P23","Muy mala",0.028,0.058,0.057,0.154
"P23","No sabe",0.001,0.011,0.005,0.016
"P24","Muy buena",0.125,0.065,0.07,0.124
"P24","Buena",0.302,0.268,0.152,0.199
"P24","Ni buena ni mala",0.304,0.381,0.464,0.409
"P24","Mala",0.222,0.215,0.26,0.127
"P24","Muy mala",0.041,0.067,0.032,0.14
"P24","No sabe",0.006,0.004,0.022,0.001
"P25","El gobierno nacional",0.294,0.261,0.231,0.26
"P25","El gobierno provincial",0.393,0.424,0.383,0.434
"P25","No sabe",0.313,0.315,0.386,0.306
"P26","El gobierno nacional",0.167,0.109,0.12,0.189
"P26","El gobierno provincial",0.471,0.462,0.484,0.359
"P26","No sabe",0.362,0.429,0.396,0.452
"P27","Muy buena",0.382,0.307,0.278,0.319
"P27","Buena",0.221,0.287,0.247,0.213
"P27","Ni buena ni mala",0.25,0.259,0.331,0.295
"P27","Mala",0.136,0.084,0.1,0.079
"P27","Muy mala",0.011,0.051,0.019,0.092
"P27","No sabe",0,0.012,0.025,0.002
"P28","Muy buena",0.124,0.041,0.054,0.098
"P28","Buena",0.119,0.153,0.165,0.075
"P28","Ni buena ni mala",0.428,0.435,0.443,0.449
"P28","Mala",0.26,0.256,0.215,0.12
"P28","Muy mala",0.053,0.06,0.051,0.121
"P28","No sabe",0.016,0.055,0.072,0.137
"P29","Muy buena",0.073,0.052,0.043,0.083
"P29","Buena",0.211,0.141,0.097,0.068
"P29","Ni buena ni mala",0.384,0.476,0.518,0.489
"P29","Mala",0.219,0.219,0.194,0.134
"P29","Muy mala",0.059,0.04,0.032,0.074
"P29","No sabe",0.054,0.072,0.116,0.152
"P30","Muy buena",0.058,0.023,0.025,0.06
"P30","Buena",0.108,0.099,0.091,0.076
"P30","Ni buena ni mala",0.379,0.488,0.51,0.505
"P30","Mala",0.263,0.239,0.164,0.131
"P30","Muy mala",0.096,0.048,0.068,0.077
"P30","No sabe",0.096,0.103,0.142,0.151
"P31","Muy buena",0.068,0.055,0.052,0.05
"P31","Buena",0.15,0.095,0.053,0.094
"P31","Ni buena ni mala",0.4,0.457,0.506,0.507
"P31","Mala",0.214,0.209,0.193,0.091
"P31","Muy mala",0.074,0.038,0.05,0.083
