"var","categoria","Lo votaría","Puede que lo vote","Nunca lo votaría","No sabe"
"P09","Siempre",0.327,0.271,0.267,0.171
"P09","Casi siempre",0.414,0.348,0.359,0.315
"P09","Casi nunca",0.212,0.246,0.261,0.344
"P09","Nunca, pero esta es una excepción",0.047,0.135,0.113,0.17
"P10","Camau Espinola por Unión por la patria",0.113,0.148,0.07,0.163
"P10","German Brailard por Unión por la patria",0.091,0.057,0.037,0.045
"P10","Juan Pablo Valdes por Juntos por el cambio",0.14,0.156,0.259,0.211
"P10","Eduardo Tassano por Juntos por el cambio",0.032,0.083,0.073,0.046
"P10","Pitin Aragon por Unión por la patria",0.078,0.074,0.088,0.038
"P10","Tincho Ascua por Unión por la patria",0.219,0.102,0.022,0.017
"P10","Emiliano Fernandez por Unión por la patria",0.031,0.064,0.035,0.06
"P10","Ricardo Colombi por Juntos por el cambio",0.201,0.153,0.178,0.095
"P10","Noelia Bassi por Juntos por el cambio",0.041,0.028,0.062,0.029
"P10","No sabe",0.054,0.135,0.176,0.296
"P14","Lo votaría",0.369,0.272,0.123,0.172
"P14","Puede que lo vote",0.198,0.299,0.14,0.188
"P14","Nunca lo votaría",0.316,0.286,0.685,0.226
"P14","No sabe",0.117,0.143,0.052,0.414
"P15","Lo votaría",0.277,0.165,0.059,0.086
"P15","Puede que lo vote",0.299,0.464,0.175,0.169
"P15","Nunca lo votaría",0.206,0.265,0.712,0.161
"P15","No sabe",0.218,0.106,0.054,0.584
"P16","Lo votaría",0.366,0.221,0.275,0.191
"P16","Puede que lo vote",0.231,0.337,0.227,0.163
"P16","Nunca lo votaría",0.285,0.404,0.428,0.097
"P16","No sabe",0.118,0.038,0.07,0.549
"P17","Lo votaría",0.286,0.158,0.115,0.122
"P17","Puede que lo vote",0.18,0.418,0.248,0.131
"P17","Nunca lo votaría",0.333,0.366,0.598,0.107
"P17","No sabe",0.201,0.058,0.039,0.64
"P18","Lo votaría",0.361,0.095,0.038,0.012
"P18","Puede que lo vote",0.188,0.694,0.089,0.062
"P18","Nunca lo votaría",0.248,0.141,0.838,0.097
"P18","No sabe",0.203,0.07,0.035,0.829
"P20","Lo votaría",0.322,0.166,0.033,0.025
"P20","Puede que lo vote",0.245,0.497,0.06,0.002
"P20","Nunca lo votaría",0.202,0.232,0.848,0.096
"P20","No sabe",0.231,0.105,0.059,0.877
"P21","Lo votaría",0.419,0.292,0.22,0.18
"P21","Puede que lo vote",0.178,0.343,0.151,0.096
"P21","Nunca lo votaría",0.295,0.315,0.579,0.172
"P21","No sabe",0.108,0.05,0.05,0.552
"P22","Lo votaría",0.385,0.117,0.116,0.052
"P22","Puede que lo vote",0.179,0.45,0.152,0.081
"P22","Nunca lo votaría",0.266,0.348,0.645,0.082
"P22","No sabe",0.17,0.085,0.087,0.785
"P23","Muy buena",0.23,0.068,0.087,0.099
"P23","Buena",0.068,0.226,0.279,0.186
"P23","Ni buena ni mala",0.476,0.374,0.371,0.287
"P23","Mala",0.193,0.216,0.21,0.344
"P23","Muy mala",0.033,0.112,0.048,0.062
"P23","No sabe",0,0.004,0.005,0.022
"P24","Muy buena",0.252,0.038,0.096,0.061
"P24","Buena",0.208,0.188,0.269,0.203
"P24","Ni buena ni mala",0.333,0.411,0.375,0.423
"P24","Mala",0.177,0.239,0.214,0.225
"P24","Muy mala",0.03,0.093,0.042,0.085
"P24","No sabe",0,0.031,0.004,0.003
"P25","El gobierno nacional",0.418,0.253,0.239,0.272
"P25","El gobierno provincial",0.337,0.478,0.455,0.232
"P25","No sabe",0.245,0.269,0.306,0.496
"P26","El gobierno nacional",0.279,0.129,0.146,0.068
"P26","El gobierno provincial",0.509,0.59,0.447,0.334
"P26","No sabe",0.212,0.281,0.407,0.598
"P27","Muy buena",0.322,0.195,0.389,0.257
"P27","Buena",0.328,0.307,0.221,0.243
"P27","Ni buena ni mala",0.239,0.275,0.256,0.366
"P27","Mala",0.094,0.15,0.101,0.057
"P27","Muy mala",0.017,0.054,0.032,0.043
"P27","No sabe",0,0.019,0.001,0.034
"P28","Muy buena",0.166,0.069,0.065,0.066
"P28","Buena",0.206,0.175,0.111,0.15
"P28","Ni buena ni mala",0.342,0.538,0.425,0.409
"P28","Mala",0.245,0.111,0.285,0.185
"P28","Muy mala",0.013,0.025,0.091,0.043
"P28","No sabe",0.028,0.082,0.023,0.147
"P29","Muy buena",0.177,0.066,0.051,0.029
"P29","Buena",0.198,0.243,0.107,0.1
"P29","Ni buena ni mala",0.423,0.525,0.442,0.485
"P29","Mala",0.1,0.079,0.282,0.139
"P29","Muy mala",0.04,0.007,0.074,0.016
"P29","No sabe",0.062,0.08,0.044,0.231
"P30","Muy buena",0.134,0.092,0.012,0.02
"P30","Buena",0.274,0.181,0.052,0.07
"P30","Ni buena ni mala",0.367,0.5,0.464,0.483
"P30","Mala",0.173,0.087,0.298,0.109
"P30","Muy mala",0.008,0.037,0.109,0.015
"P30","No sabe",0.044,0.103,0.065,0.303
"P31","Muy buena",0.451,0.07,0.016,0.009
"P31","Buena",0.271,0.226,0.044,0.057
"P31","Ni buena ni mala",0.237,0.526,0.472,0.453
"P31","Mala",0.023,0.041,0.304,0.094
"P31","Muy mala",0.004,0.042,0.083,0.015
"P31","No sabe",0.014,0.095,0.081,0.372
"P32","Muy buena",0.191,0.121,0.038,0.043
"P32","Buena",0.112,0.109,0.044,0.072
"P32","Ni buena ni mala",0.472,0.534,0.481,0.414
"P32","Mala",0.142,0.064,0.274,0.075
"P32","Muy mala",0.004,0.022,0.074,0.016
"P32","No sabe",0.079,0.15,0.089,0.38
"P33","Muy buena",0.122,0.067,0.11,0.031
"P33","Buena",0.166,0.124,0.167,0.139
"P33","Ni buena ni mala",0.453,0.507,0.37,0.431
"P33","Mala",0.187,0.152,0.238,0.101
"P33","Muy mala",0.016,0.044,0.085,0.023
"P33","No sabe",0.056,0.106,0.03,0.275
"P34","Muy buena",0.233,0.218,0.217,0.081
"P34","Buena",0.159,0.139,0.189,0.146
"P34","Ni buena ni mala",0.35,0.379,0.284,0.421
"P34","Mala",0.165,0.16,0.218,0.167
"P34","Muy mala",0.061,0.056,0.09,0.035
"P34","No sabe",0.032,0.048,0.002,0.15
"P35","Muy buena",0.124,0.074,0.11,0.019
"P35","Buena",0.118,0.21,0.1,0.096
"P35","Ni buena ni mala",0.386,0.438,0.472,0.48
"P35","Mala",0.272,0.107,0.171,0.119
"P35","Muy mala",0.025,0.032,0.075,0
"P35","No sabe",0.075,0.139,0.072,0.286
"P36","Muy buena",0.409,0.383,0.098,0.212
"P36","Buena",0.245,0.169,0.064,0.088
"P36","Ni buena ni mala",0.08,0.239,0.221,0.228
"P36","Mala",0.205,0.068,0.315,0.184
"P36","Muy mala",0.037,0.078,0.284,0.171
"P36","No sabe",0.024,0.063,0.018,0.117
"P37","Muy buena",0.208,0.109,0.176,0.092
"P37","Buena",0.17,0.178,0.25,0.107
"P37","Ni buena ni mala",0.124,0.251,0.256,0.272
"P37","Mala",0.294,0.184,0.208,0.283
"P37","Muy mala",0.16,0.199,0.1,0.187
"P37","No sabe",0.044,0.079,0.01,0.059
"P38","Muy buena",0.279,0.272,0.082,0.194
"P38","Buena",0.287,0.201,0.089,0.13
"P38","Ni buena ni mala",0.147,0.236,0.141,0.199
"P38","Mala",0.192,0.135,0.35,0.179
"P38","Muy mala",0.095,0.119,0.331,0.231
"P38","No sabe",0,0.037,0.007,0.067
"P39","Muy buena",0.148,0.155,0.35,0.179
"P39","Buena",0.127,0.143,0.203,0.135
"P39","Ni buena ni mala",0.293,0.234,0.151,0.306
"P39","Mala",0.215,0.21,0.162,0.147
"P39","Muy mala",0.207,0.242,0.13,0.184
"P39","No sabe",0.01,0.016,0.004,0.049
"P40","Muy buena",0.241,0.165,0.377,0.198
"P40","Buena",0.15,0.164,0.267,0.17
"P40","Ni buena ni mala",0.113,0.204,0.132,0.308
"P40","Mala",0.245,0.153,0.124,0.157
"P40","Muy mala",0.251,0.282,0.093,0.119
"P40","No sabe",0,0.032,0.007,0.048
