"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No sabe"
"P09","Siempre",0.303,0.224,0.226,0.342,0.077,0
"P09","Casi siempre",0.331,0.396,0.317,0.286,0.476,0.361
"P09","Casi nunca",0.241,0.274,0.326,0.275,0.14,0.616
"P09","Nunca, pero esta es una excepción",0.125,0.106,0.131,0.097,0.307,0.023
"P10","Camau Espinola por Unión por la patria",0.088,0.072,0.14,0.095,0.2,0.235
"P10","German Brailard por Unión por la patria",0.036,0.024,0.053,0.06,0.136,0
"P10","Juan Pablo Valdes por Juntos por el cambio",0.338,0.21,0.169,0.08,0,0.346
"P10","Eduardo Tassano por Juntos por el cambio",0.089,0.08,0.049,0.06,0,0
"P10","Pitin Aragon por Unión por la patria",0.024,0.098,0.061,0.195,0.093,0
"P10","Tincho Ascua por Unión por la patria",0.011,0.06,0.071,0.08,0.148,0
"P10","Emiliano Fernandez por Unión por la patria",0.026,0.055,0.034,0.168,0.024,0
"P10","Ricardo Colombi por Juntos por el cambio",0.23,0.132,0.166,0.08,0.082,0
"P10","Noelia Bassi por Juntos por el cambio",0.049,0.052,0.051,0.012,0,0
"P10","No sabe",0.109,0.217,0.206,0.17,0.317,0.419
"P14","Lo votaría",0.136,0.139,0.2,0.28,0.207,0.235
"P14","Puede que lo vote",0.129,0.263,0.195,0.206,0.121,0.297
"P14","Nunca lo votaría",0.626,0.504,0.363,0.431,0.47,0.092
"P14","No sabe",0.109,0.094,0.242,0.083,0.202,0.376
"P15","Lo votaría",0.107,0.081,0.088,0.088,0.319,0
"P15","Puede que lo vote",0.202,0.328,0.213,0.22,0.138,0.532
"P15","Nunca lo votaría",0.554,0.446,0.411,0.546,0.471,0.092
"P15","No sabe",0.137,0.145,0.288,0.146,0.072,0.376
"P16","Lo votaría",0.49,0.231,0.127,0.018,0,0.326
"P16","Puede que lo vote",0.208,0.359,0.225,0.062,0.005,0.235
"P16","Nunca lo votaría",0.172,0.252,0.429,0.844,0.667,0.093
"P16","No sabe",0.13,0.158,0.219,0.076,0.328,0.346
"P17","Lo votaría",0.269,0.079,0.076,0.018,0,0
"P17","Puede que lo vote",0.278,0.339,0.24,0.134,0.013,0.297
"P17","Nunca lo votaría",0.319,0.4,0.463,0.771,0.772,0.042
"P17","No sabe",0.134,0.182,0.221,0.077,0.215,0.661
"P18","Lo votaría",0.054,0.066,0.041,0.127,0.155,0
"P18","Puede que lo vote",0.182,0.266,0.218,0.186,0.179,0.297
"P18","Nunca lo votaría",0.57,0.459,0.467,0.591,0.503,0.092
"P18","No sabe",0.194,0.209,0.274,0.096,0.163,0.611
"P19","Lo votaría",0.069,0.09,0.058,0.064,0.031,0
"P19","Puede que lo vote",0.121,0.244,0.195,0.294,0.286,0.339
"P19","Nunca lo votaría",0.648,0.47,0.485,0.529,0.453,0.05
"P19","No sabe",0.162,0.196,0.262,0.113,0.23,0.611
"P20","Lo votaría",0.057,0.058,0.042,0.216,0.058,0
"P20","Puede que lo vote",0.089,0.274,0.129,0.138,0.048,0.339
"P20","Nunca lo votaría",0.645,0.42,0.497,0.509,0.644,0.05
"P20","No sabe",0.209,0.248,0.332,0.137,0.25,0.611
"P21","Lo votaría",0.4,0.178,0.153,0.205,0.079,0.297
"P21","Puede que lo vote",0.154,0.275,0.167,0.177,0.084,0.029
"P21","Nunca lo votaría",0.33,0.391,0.476,0.552,0.657,0.092
"P21","No sabe",0.116,0.156,0.204,0.066,0.18,0.582
"P22","Lo votaría",0.175,0.09,0.12,0.069,0,0
"P22","Puede que lo vote",0.194,0.268,0.151,0.244,0.08,0.297
"P22","Nunca lo votaría",0.424,0.455,0.421,0.565,0.476,0.122
"P22","No sabe",0.207,0.187,0.308,0.122,0.444,0.581
"P23","Muy buena",0.187,0.067,0.059,0.014,0,0
"P23","Buena",0.382,0.24,0.137,0.122,0.024,0.201
"P23","Ni buena ni mala",0.287,0.449,0.44,0.32,0.101,0.347
"P23","Mala",0.119,0.175,0.288,0.489,0.326,0.452
"P23","Muy mala",0.025,0.056,0.061,0.055,0.54,0
"P23","No sabe",0,0.013,0.015,0,0.009,0
"P24","Muy buena",0.199,0.03,0.034,0.026,0.059,0
"P24","Buena",0.379,0.236,0.173,0.028,0,0.436
"P24","Ni buena ni mala",0.273,0.465,0.557,0.322,0.117,0.092
"P24","Mala",0.117,0.191,0.19,0.561,0.329,0.125
"P24","Muy mala",0.029,0.072,0.035,0.063,0.49,0.05
"P24","No sabe",0.003,0.006,0.011,0,0.005,0.297
"P25","El gobierno nacional",0.455,0.179,0.173,0.174,0.155,0.049
"P25","El gobierno provincial",0.212,0.465,0.426,0.716,0.729,0.583
"P25","No sabe",0.333,0.356,0.401,0.11,0.116,0.368
