"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No sabe"
"P09","Siempre",0.359,0.285,0.241,0.26,0.23,0.144
"P09","Casi siempre",0.348,0.375,0.37,0.263,0.41,0.183
"P09","Casi nunca",0.201,0.178,0.256,0.352,0.276,0.526
"P09","Nunca, pero esta es una excepción",0.092,0.162,0.133,0.125,0.084,0.147
"P10","Camau Espinola por Unión por la patria",0.102,0.055,0.081,0.149,0.185,0.062
"P10","German Brailard por Unión por la patria",0.055,0.032,0.021,0.066,0.05,0.026
"P10","Juan Pablo Valdes por Juntos por el cambio",0.247,0.269,0.223,0.241,0.123,0.212
"P10","Eduardo Tassano por Juntos por el cambio",0.058,0.11,0.073,0.043,0.063,0
"P10","Pitin Aragon por Unión por la patria",0.052,0.024,0.054,0.126,0.09,0
"P10","Tincho Ascua por Unión por la patria",0.05,0.026,0.032,0.058,0.138,0.04
"P10","Emiliano Fernandez por Unión por la patria",0.042,0.007,0.063,0.05,0.03,0
"P10","Ricardo Colombi por Juntos por el cambio",0.254,0.19,0.232,0.082,0.118,0.048
"P10","Noelia Bassi por Juntos por el cambio",0.019,0.078,0.035,0.039,0.035,0
"P10","No sabe",0.121,0.209,0.186,0.146,0.168,0.612
"P14","Lo votaría",0.112,0.109,0.136,0.235,0.235,0.11
"P14","Puede que lo vote",0.098,0.218,0.197,0.211,0.118,0.404
"P14","Nunca lo votaría",0.75,0.62,0.49,0.387,0.386,0.181
"P14","No sabe",0.04,0.053,0.177,0.167,0.261,0.305
"P15","Lo votaría",0.154,0.086,0.051,0.125,0.085,0.04
"P15","Puede que lo vote",0.208,0.277,0.264,0.2,0.176,0.352
"P15","Nunca lo votaría",0.584,0.535,0.506,0.49,0.411,0.089
"P15","No sabe",0.054,0.102,0.179,0.185,0.328,0.519
"P16","Lo votaría",0.415,0.261,0.311,0.16,0.163,0.193
"P16","Puede que lo vote",0.259,0.33,0.221,0.166,0.104,0.347
"P16","Nunca lo votaría",0.252,0.285,0.289,0.479,0.525,0.109
"P16","No sabe",0.074,0.124,0.179,0.195,0.208,0.351
"P17","Lo votaría",0.23,0.141,0.151,0.066,0.096,0.068
"P17","Puede que lo vote",0.215,0.317,0.309,0.163,0.171,0.432
"P17","Nunca lo votaría",0.462,0.434,0.388,0.535,0.498,0.267
"P17","No sabe",0.093,0.108,0.152,0.236,0.235,0.233
"P18","Lo votaría",0.065,0.041,0.042,0.054,0.079,0.048
"P18","Puede que lo vote",0.133,0.201,0.24,0.173,0.228,0.286
"P18","Nunca lo votaría",0.676,0.64,0.519,0.526,0.398,0.189
"P18","No sabe",0.126,0.118,0.199,0.247,0.295,0.477
"P19","Lo votaría",0.097,0.059,0.035,0.092,0.08,0.088
"P19","Puede que lo vote",0.137,0.165,0.19,0.154,0.269,0.425
"P19","Nunca lo votaría",0.647,0.675,0.564,0.51,0.393,0.163
"P19","No sabe",0.119,0.101,0.211,0.244,0.258,0.324
"P20","Lo votaría",0.154,0.023,0.091,0.062,0.01,0.048
"P20","Puede que lo vote",0.079,0.175,0.144,0.118,0.123,0.315
"P20","Nunca lo votaría",0.64,0.661,0.56,0.518,0.447,0.135
"P20","No sabe",0.127,0.141,0.205,0.302,0.42,0.502
"P21","Lo votaría",0.373,0.285,0.267,0.129,0.16,0.293
"P21","Puede que lo vote",0.156,0.246,0.203,0.154,0.136,0.359
"P21","Nunca lo votaría",0.41,0.389,0.411,0.498,0.454,0.064
"P21","No sabe",0.061,0.08,0.119,0.219,0.25,0.284
"P22","Lo votaría",0.114,0.177,0.109,0.119,0.087,0.135
"P22","Puede que lo vote",0.203,0.226,0.221,0.131,0.204,0.365
"P22","Nunca lo votaría",0.545,0.449,0.427,0.494,0.353,0.099
"P22","No sabe",0.138,0.148,0.243,0.256,0.356,0.401
"P23","Muy buena",0.162,0.146,0.083,0.075,0.024,0
"P23","Buena",0.381,0.319,0.244,0.17,0.15,0.264
"P23","Ni buena ni mala",0.311,0.336,0.43,0.375,0.244,0.648
"P23","Mala",0.125,0.133,0.195,0.341,0.375,0.048
"P23","Muy mala",0.021,0.062,0.03,0.029,0.2,0.04
"P23","No sabe",0,0.004,0.018,0.01,0.007,0
"P24","Muy buena",0.245,0.088,0.065,0.051,0.019,0
"P24","Buena",0.375,0.353,0.219,0.129,0.155,0.327
"P24","Ni buena ni mala",0.243,0.335,0.489,0.436,0.393,0.515
"P24","Mala",0.103,0.148,0.199,0.329,0.279,0.044
"P24","Muy mala",0.026,0.076,0.024,0.047,0.143,0
"P24","No sabe",0.008,0,0.004,0.008,0.011,0.114
"P25","El gobierno nacional",0.237,0.279,0.294,0.291,0.233,0.082
"P25","El gobierno provincial",0.416,0.398,0.37,0.435,0.454,0.33
"P25","No sabe",0.347,0.323,0.336,0.274,0.313,0.588
"P26","El gobierno nacional",0.133,0.158,0.149,0.134,0.132,0
"P26","El gobierno provincial",0.381,0.359,0.417,0.547,0.586,0.271
"P26","No sabe",0.486,0.483,0.434,0.319,0.282,0.729
"P27","Muy buena",0.539,0.398,0.383,0.18,0.226,0.205
"P27","Buena",0.215,0.309,0.265,0.196,0.138,0.226
"P27","Ni buena ni mala",0.151,0.231,0.285,0.383,0.343,0.289
"P27","Mala",0.076,0.04,0.049,0.216,0.157,0.069
"P27","Muy mala",0.019,0.022,0.016,0.022,0.131,0
"P27","No sabe",0,0,0.002,0.003,0.005,0.211
"P28","Muy buena",0.146,0.056,0.051,0.075,0.067,0.006
"P28","Buena",0.094,0.124,0.157,0.133,0.195,0.131
"P28","Ni buena ni mala",0.349,0.436,0.559,0.424,0.356,0.262
"P28","Mala",0.274,0.253,0.174,0.292,0.223,0.09
"P28","Muy mala",0.09,0.117,0.03,0.028,0.104,0.036
"P28","No sabe",0.047,0.014,0.029,0.048,0.055,0.475
"P29","Muy buena",0.112,0.039,0.072,0.056,0.053,0.04
"P29","Buena",0.152,0.189,0.153,0.073,0.127,0.137
"P29","Ni buena ni mala",0.422,0.432,0.575,0.452,0.378,0.196
"P29","Mala",0.179,0.198,0.134,0.323,0.224,0.147
"P29","Muy mala",0.086,0.098,0.015,0.014,0.074,0
"P29","No sabe",0.049,0.044,0.051,0.082,0.144,0.48
"P30","Muy buena",0.068,0,0.032,0.052,0.045,0.04
"P30","Buena",0.122,0.117,0.067,0.081,0.119,0.125
"P30","Ni buena ni mala",0.37,0.387,0.673,0.444,0.392,0.23
"P30","Mala",0.257,0.291,0.12,0.301,0.155,0.009
"P30","Muy mala",0.107,0.13,0.027,0.041,0.095,0
"P30","No sabe",0.076,0.075,0.081,0.081,0.194,0.596
"P31","Muy buena",0.079,0.03,0.049,0.064,0.077,0.04
"P31","Buena",0.086,0.125,0.061,0.115,0.122,0.112
"P31","Ni buena ni mala",0.36,0.415,0.653,0.428,0.388,0.212
"P31","Mala",0.275,0.217,0.132,0.257,0.15,0
"P31","Muy mala",0.113,0.107,0.024,0.023,0.052,0
"P31","No sabe",0.087,0.106,0.081,0.113,0.211,0.636
"P32","Muy buena",0.118,0.028,0.077,0.092,0.029,0
"P32","Buena",0.043,0.097,0.062,0.078,0.054,0.088
"P32","Ni buena ni mala",0.432,0.476,0.61,0.417,0.443,0.151
"P32","Mala",0.221,0.209,0.137,0.264,0.159,0
"P32","Muy mala",0.083,0.082,0.031,0.004,0.046,0
"P32","No sabe",0.103,0.108,0.083,0.145,0.269,0.761
"P33","Muy buena",0.18,0.116,0.079,0.046,0.037,0.096
"P33","Buena",0.203,0.209,0.179,0.112,0.068,0.152
"P33","Ni buena ni mala",0.336,0.383,0.549,0.422,0.299,0.124
"P33","Mala",0.161,0.159,0.139,0.326,0.207,0.061
"P33","Muy mala",0.053,0.098,0.014,0.004,0.188,0
"P33","No sabe",0.067,0.035,0.04,0.09,0.201,0.567
"P34","Muy buena",0.354,0.233,0.169,0.105,0.159,0.131
"P34","Buena",0.171,0.235,0.195,0.13,0.103,0.097
"P34","Ni buena ni mala",0.205,0.248,0.488,0.368,0.276,0.159
"P34","Mala",0.16,0.169,0.112,0.325,0.246,0.062
"P34","Muy mala",0.085,0.112,0.032,0.03,0.159,0
"P34","No sabe",0.025,0.003,0.004,0.042,0.057,0.551
"P35","Muy buena",0.112,0.126,0.06,0.075,0.073,0.067
"P35","Buena",0.14,0.169,0.135,0.085,0.083,0.064
"P35","Ni buena ni mala",0.392,0.408,0.673,0.406,0.386,0.165
"P35","Mala",0.181,0.117,0.051,0.302,0.184,0
"P35","Muy mala",0.075,0.091,0.004,0.01,0.117,0
"P35","No sabe",0.1,0.089,0.077,0.122,0.157,0.704
"P36","Muy buena",0.171,0.063,0.218,0.229,0.355,0.059
"P36","Buena",0.057,0.18,0.046,0.135,0.089,0.067
"P36","Ni buena ni mala",0.192,0.161,0.366,0.174,0.114,0.14
"P36","Mala",0.284,0.247,0.188,0.387,0.061,0.064
"P36","Muy mala",0.258,0.339,0.163,0.047,0.352,0
"P36","No sabe",0.038,0.01,0.019,0.028,0.029,0.67
"P38","Muy buena",0.174,0.096,0.107,0.199,0.18,0.315
"P38","Buena",0.018,0.253,0.101,0.104,0.166,0.184
"P38","Ni buena ni mala",0.115,0.098,0.394,0.096,0.095,0.032
"P38","Mala",0.385,0.202,0.227,0.484,0.013,0
"P38","Muy mala",0.302,0.337,0.167,0.115,0.527,0.009
"P38","No sabe",0.006,0.014,0.004,0.002,0.019,0.46
"P39","Muy buena",0.587,0.459,0.224,0.082,0.079,0.02
"P39","Buena",0.117,0.291,0.211,0.146,0.048,0.133
"P39","Ni buena ni mala",0.091,0.16,0.402,0.155,0.109,0.312
"P39","Mala",0.088,0.063,0.129,0.445,0.078,0.073
"P39","Muy mala",0.117,0.027,0.032,0.172,0.654,0.166
"P39","No sabe",0,0,0.002,0,0.032,0.296
"P40","Muy buena",0.715,0.439,0.208,0.103,0.135,0.095
"P40","Buena",0.13,0.385,0.248,0.221,0.077,0.01
"P40","Ni buena ni mala",0.037,0.101,0.35,0.16,0.157,0.217
"P40","Mala",0.049,0.031,0.152,0.356,0.07,0.068
"P40","Muy mala",0.061,0.044,0.041,0.158,0.53,0.183
"P40","No sabe",0.008,0,0.001,0.002,0.031,0.427
