"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires","Massa","Bullrich","Milei","Bregman","Schiaretti"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.488,0.47,0.504,0.452,0.519,0.501,0.452,0.56,0.459,0.439,0.809,0.16,0.513,0.392,0.519,0.432,0.558,0.91,0.176,0.103,0.559,0.304
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.512,0.53,0.496,0.548,0.481,0.499,0.548,0.44,0.541,0.561,0.191,0.84,0.487,0.608,0.481,0.568,0.442,0.09,0.824,0.897,0.441,0.696
