"var","categoria","La votaría","Puede que la vote","Nunca la votaría","No sabe"
"P04","Tengo trabajo estable",0.385,0.37,0.436,0.314
"P04","Realizo changas o trabajos de vez en cuando",0.217,0.279,0.197,0.263
"P04","No tengo trabajo",0.219,0.21,0.174,0.261
"P04","Soy jubilado o pensionado",0.179,0.141,0.193,0.162
"P05","1",0.229,0.298,0.346,0.288
"P05","2",0.063,0.072,0.076,0.111
"P05","3",0.033,0.028,0.091,0.044
"P05","4",0.045,0.053,0.099,0.072
"P05","5",0.141,0.159,0.2,0.201
"P05","6",0.045,0.053,0.036,0.029
"P05","7",0.12,0.092,0.034,0.062
"P05","8",0.069,0.056,0.024,0.03
"P05","9",0.255,0.189,0.094,0.163
"P06","1",0.473,0.364,0.166,0.273
"P06","2",0.064,0.082,0.041,0.049
"P06","3",0.065,0.054,0.031,0.042
"P06","4",0.047,0.049,0.038,0.083
"P06","5",0.147,0.211,0.21,0.274
"P06","6",0.019,0.024,0.049,0.037
"P06","7",0.025,0.047,0.082,0.006
"P06","8",0.02,0.025,0.08,0.028
"P06","9",0.14,0.144,0.303,0.208
"P07","1",0.574,0.431,0.225,0.31
"P07","2",0.045,0.073,0.032,0.041
"P07","3",0.023,0.023,0.027,0.025
"P07","4",0.015,0.011,0.026,0.037
"P07","5",0.064,0.115,0.131,0.119
"P07","6",0.008,0.01,0.03,0.019
"P07","7",0.009,0.02,0.051,0.011
"P07","8",0.012,0.029,0.053,0.022
"P07","9",0.25,0.288,0.425,0.416
"P09","Del Frente de Todos y el peronismo",0.786,0.488,0.064,0.136
"P09","De Cambiemos",0.067,0.092,0.455,0.098
"P09","De los Liberales libertarios",0.01,0.075,0.276,0.05
"P09","De la Izquierda",0.02,0.082,0.034,0.061
"P09","No sabe",0.117,0.263,0.171,0.655
"P10","A Alberto Fernández",0.268,0.28,0.146,0.275
"P10","A Sergio Massa",0.157,0.296,0.207,0.322
"P10","A algún candidato del peronismo",0.108,0.263,0.507,0.272
"P10","A algún candidato del kirchnerismo",0.467,0.161,0.14,0.131
"P11","A Alberto Fernández",0.19,0.169,0.094,0.113
"P11","A Sergio Massa",0.088,0.279,0.201,0.339
"P11","A algún candidato del peronismo",0.042,0.228,0.599,0.27
"P11","A Cristina Fernández de Kirchner",0.68,0.324,0.106,0.278
"P12","A Horacio Rodriguez Larreta",0.352,0.29,0.236,0.612
"P12","A Mauricio Macri",0.131,0.307,0.374,0.192
"P12","A Patricia Bullrich",0.096,0.077,0.309,0.041
"P12","A Facundo Manes",0.313,0.143,0.052,0.094
"P12","A Gerardo Morales",0.108,0.183,0.029,0.061
"P13","Seguro lo votaria",0.168,0.336,0.201,0.277
"P13","Quizás lo votaría",0.326,0.422,0.33,0.46
"P13","Nunca lo votaría",0.506,0.242,0.469,0.263
"P14","Lo votaría",0.06,0.026,0.334,0.075
"P14","Puede que lo vote",0.043,0.133,0.28,0.135
"P14","Nunca lo votaría",0.829,0.74,0.303,0.293
"P14","No sabe",0.068,0.101,0.083,0.497
"P15","Lo votaría",0.251,0.202,0.066,0.102
"P15","Puede que lo vote",0.396,0.342,0.096,0.121
"P15","Nunca lo votaría",0.248,0.341,0.778,0.177
"P15","No sabe",0.105,0.115,0.06,0.6
"P16","Lo votaría",0.377,0.13,0.013,0.091
"P16","Puede que lo vote",0.331,0.542,0.032,0.062
"P16","Nunca lo votaría",0.198,0.213,0.931,0.178
"P16","No sabe",0.094,0.115,0.024,0.669
"P18","Lo votaría",0.11,0.072,0.192,0.044
"P18","Puede que lo vote",0.065,0.207,0.324,0.055
"P18","Nunca lo votaría",0.757,0.602,0.414,0.216
"P18","No sabe",0.068,0.119,0.07,0.685
"P19","Lo votaría",0.05,0.064,0.085,0.031
"P19","Puede que lo vote",0.152,0.258,0.244,0.082
"P19","Nunca lo votaría",0.661,0.444,0.555,0.18
"P19","No sabe",0.137,0.234,0.116,0.707
"P20","La votaría",0.043,0.05,0.368,0.035
"P20","Puede que la vote",0.049,0.13,0.269,0.089
"P20","Nunca la votaría",0.842,0.736,0.297,0.298
"P20","No sabe",0.066,0.084,0.066,0.578
"P21","Lo votaría",0.047,0.093,0.31,0.07
"P21","Puede que lo vote",0.059,0.152,0.25,0.075
"P21","Nunca lo votaría",0.843,0.634,0.383,0.234
"P21","No sabe",0.051,0.121,0.057,0.621
"P22","La votaría",0.044,0.046,0.19,0.016
"P22","Puede que la vote",0.047,0.1,0.306,0.086
"P22","Nunca la votaría",0.823,0.699,0.415,0.281
"P22","No sabe",0.086,0.155,0.089,0.617
"P23","Lo votaría",0.186,0.084,0.035,0.04
"P23","Puede que lo vote",0.42,0.381,0.064,0.109
"P23","Nunca lo votaría",0.306,0.419,0.856,0.21
"P23","No sabe",0.088,0.116,0.045,0.641
"P24","Lo votaría",0.035,0.051,0.064,0.037
"P24","Puede que lo vote",0.097,0.182,0.197,0.024
"P24","Nunca lo votaría",0.735,0.592,0.627,0.341
"P24","No sabe",0.133,0.175,0.112,0.598
"P25","Mauricio Macri presidente – María Eugenia Vidal vice por Cambiemos",0.016,0.029,0.318,0.064
"P25","Horacio Rodríguez Larreta presidente - Gerardo Morales vice por Cambiemos",0.01,0.065,0.172,0.047
"P25","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.097,0.111,0.014,0.128
"P25","Cristina Fernández de Kirchner presidenta  - Sergio Massa vice por el Frente de Todos",0.83,0.519,0.02,0.163
"P25","Javier Milei presidente - José Luis Espert vice por los liberales",0.013,0.087,0.31,0.099
"P25","Nicolás del Caño – Myriam Bregman",0.011,0.064,0.02,0.055
"P25","Otros candidatos",0.023,0.125,0.146,0.444
"P29","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.9,0.621,0.02,0.266
"P29","Mauricio Macri – María Eugenia Vidal por Cambiemos",0.018,0.024,0.422,0.088
"P29","Javier Milei – José Luis Espert por los liberales",0.026,0.107,0.342,0.142
"P29","Nicolás del Caño – Myriam Bregman por la izquierda",0.02,0.102,0.026,0.066
"P29","Otro candidato",0.036,0.146,0.19,0.438
"P31","Horacio Rodríguez Larreta presidente – Gerardo Morales vice por Cambiemos",0.079,0.142,0.359,0.113
"P31","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.592,0.42,0.05,0.195
"P31","Javier Milei presidente – José Luis Espert por los liberales",0.038,0.135,0.375,0.119
"P31","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.055,0.089,0.025,0.065
"P31","Otro candidato",0.236,0.214,0.191,0.508
"P33","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.603,0.441,0.055,0.22
"P33","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.048,0.103,0.465,0.073
"P33","Javier Milei presidente – José Luis Espert vice por los liberales",0.043,0.13,0.31,0.121
"P33","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.045,0.097,0.023,0.074
"P33","Otro candidato",0.261,0.229,0.147,0.512
"P35","Sergio Massa – Wado de Pedro por el Frente de Todos",0.59,0.402,0.068,0.246
"P35","Horacio Rodríguez Larreta - Gerardo Morales, por Cambiemos",0.058,0.118,0.354,0.038
"P35","Javier Milei – José Luis Espert por los liberales",0.042,0.112,0.365,0.173
"P35","Nicolás del Caño – Myriam Bregman por la izquierda",0.045,0.109,0.024,0.038
"P35","Otro candidato",0.265,0.259,0.189,0.505
"P37","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.872,0.53,0.037,0.205
"P37","Horacio Rodríguez Larreta- Gerardo Morales por Cambiemos",0.035,0.113,0.377,0.088
"P37","Javier Milei – José Luis Espert por los liberales",0.022,0.11,0.378,0.173
"P37","Nicolás del Caño – Myriam Bregman por la izquierda",0.012,0.088,0.021,0.034
"P37","Otro candidato",0.059,0.159,0.187,0.5
"P38","Sergio Massa – Wado de Pedro por el Frente de Todos",0.675,0.485,0.036,0.229
"P38","Mauricio Macri – María Eugenia Vidal por Cambiemos ",0.019,0.049,0.443,0.121
"P38","Javier Milei – José Luis Espert por los liberales",0.027,0.123,0.333,0.196
"P38","Nicolás del Caño – Myriam Bregman por la izquierda",0.052,0.1,0.025,0.031
"P38","Otro candidato",0.227,0.243,0.163,0.423
"P39","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.902,0.644,0.05,0.298
"P39","Mauricio Macri presidente – María Eugenia Vidal vice",0.045,0.092,0.609,0.081
"P39","No sabe",0.053,0.264,0.341,0.621
"P40","Alberto Fernández presidente – Daniel Scioli vice",0.722,0.559,0.036,0.323
"P40","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.034,0.093,0.58,0.061
"P40","No sabe",0.244,0.348,0.384,0.616
"P41","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.706,0.563,0.047,0.294
"P41","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.017,0.059,0.669,0.093
"P41","No sabe",0.277,0.378,0.284,0.613
"P42","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.902,0.66,0.024,0.295
"P42","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.027,0.064,0.604,0.056
"P42","No sabe",0.071,0.276,0.372,0.649
"P43","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.724,0.584,0.035,0.253
"P43","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.028,0.082,0.596,0.078
"P43","No sabe",0.248,0.334,0.369,0.669
"P44","Mauricio Macri – María Eugenia Vidal",0.083,0.191,0.575,0.148
"P44","Sergio Massa – Wado de Pedro",0.648,0.462,0.126,0.271
"P44","No sabe",0.269,0.347,0.299,0.581
"P45","Sergio Massa – Wado de Pedro",0.673,0.479,0.101,0.231
"P45","Javier Milei – José Luis Espert",0.096,0.208,0.522,0.22
"P45","No sabe",0.231,0.313,0.377,0.549
"P46","Horacio Rodríguez Larreta – Gerardo Morales",0.138,0.19,0.365,0.07
"P46","Javier Milei – José Luis Espert",0.051,0.139,0.418,0.263
"P46","No sabe",0.811,0.671,0.217,0.667
"P47","Muy buena",0.156,0.059,0.045,0.014
"P47","Buena",0.327,0.232,0.051,0.065
"P47","Ni buena ni mala",0.352,0.468,0.06,0.374
"P47","Mala",0.114,0.138,0.117,0.193
"P47","Muy mala",0.038,0.071,0.722,0.173
"P47","No sabe",0.013,0.032,0.005,0.181
"P48","Muy buena",0.226,0.079,0.011,0.089
"P48","Buena",0.327,0.284,0.016,0.094
"P48","Ni buena ni mala",0.279,0.404,0.048,0.306
"P48","Mala",0.127,0.144,0.124,0.232
"P48","Muy mala",0.035,0.065,0.795,0.162
"P48","No sabe",0.006,0.024,0.006,0.117
"P49","Muy buena",0.768,0.18,0.01,0.133
"P49","Buena",0.154,0.352,0.007,0.178
"P49","Ni buena ni mala",0.052,0.333,0.026,0.317
"P49","Mala",0.011,0.071,0.078,0.13
"P49","Muy mala",0.012,0.043,0.877,0.1
"P49","No sabe",0.003,0.021,0.002,0.142
"P50","Muy buena",0.085,0.08,0.197,0.061
"P50","Buena",0.021,0.081,0.25,0.066
"P50","Ni buena ni mala",0.056,0.157,0.21,0.21
