"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"Siempre",0.314,0.3,0.327,0.285,0.293,0.316,0.387,0.291,0.317,0.333,0.321,0.306,0.285,0.315,0.326,0.322,0.322
"Casi siempre",0.377,0.388,0.367,0.306,0.376,0.423,0.393,0.346,0.375,0.41,0.356,0.384,0.384,0.392,0.36,0.412,0.35
"Casi nunca",0.21,0.212,0.208,0.25,0.233,0.191,0.141,0.225,0.206,0.199,0.227,0.2,0.25,0.193,0.206,0.194,0.247
"Nunca, pero esta es una excepción",0.099,0.1,0.098,0.159,0.098,0.07,0.079,0.138,0.102,0.058,0.096,0.11,0.081,0.1,0.108,0.072,0.081
