"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"Si",0.566,0.585,0.548,0.56,0.58,0.589,0.512,0.512,0.59,0.587,0.602,0.516,0.571,0.555,0.603,0.577,0.471
"No",0.434,0.415,0.452,0.44,0.42,0.411,0.488,0.488,0.41,0.413,0.398,0.484,0.429,0.445,0.397,0.423,0.529
