"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P04","Tengo trabajo estable",0.459,0.416,0.463,0.309
"P04","Realizo changas o trabajos de vez en cuando",0.181,0.175,0.173,0.221
"P04","No tengo trabajo",0.145,0.195,0.178,0.293
"P04","Soy jubilado o pensionado",0.215,0.214,0.186,0.177
"P05","1",0.288,0.276,0.35,0.327
"P05","2",0.062,0.064,0.075,0.047
"P05","3",0.067,0.067,0.081,0.031
"P05","4",0.107,0.09,0.083,0.052
"P05","5",0.217,0.182,0.142,0.176
"P05","6",0.048,0.054,0.036,0.031
"P05","7",0.062,0.074,0.064,0.038
"P05","8",0.025,0.041,0.052,0.044
"P05","9",0.124,0.152,0.117,0.254
"P06","1",0.242,0.278,0.238,0.286
"P06","2",0.041,0.049,0.039,0.08
"P06","3",0.049,0.046,0.048,0.013
"P06","4",0.054,0.052,0.04,0.058
"P06","5",0.247,0.203,0.157,0.197
"P06","6",0.06,0.045,0.037,0.012
"P06","7",0.056,0.065,0.082,0.045
"P06","8",0.051,0.06,0.074,0.022
"P06","9",0.2,0.202,0.285,0.287
"P07","1",0.326,0.368,0.324,0.31
"P07","2",0.042,0.035,0.035,0.058
"P07","3",0.03,0.036,0.024,0.031
"P07","4",0.031,0.021,0.02,0.016
"P07","5",0.152,0.102,0.126,0.064
"P07","6",0.016,0.033,0.017,0.021
"P07","7",0.036,0.031,0.056,0.016
"P07","8",0.05,0.042,0.042,0.027
"P07","9",0.317,0.332,0.356,0.457
"P09","Del Frente de Todos y el peronismo",0.294,0.386,0.258,0.356
"P09","De Cambiemos",0.339,0.291,0.374,0.157
"P09","De los Liberales libertarios",0.17,0.164,0.233,0.194
"P09","De la Izquierda",0.042,0.023,0.04,0.009
"P09","No sabe",0.155,0.136,0.095,0.284
"P10","A Alberto Fernández",0.235,0.197,0.174,0.283
"P10","A Sergio Massa",0.297,0.181,0.135,0.152
"P10","A algún candidato del peronismo",0.149,0.177,0.187,0.254
