"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"Tengo trabajo estable",0.39,0.485,0.304,0.325,0.518,0.442,0.114,0.319,0.334,0.567,0.437,0.301,0.386,0.394,0.399,0.44,0.537
"Realizo changas o trabajos de vez en cuando",0.225,0.232,0.217,0.299,0.263,0.184,0.069,0.262,0.27,0.107,0.197,0.289,0.231,0.215,0.231,0.18,0.182
"No tengo trabajo",0.204,0.135,0.268,0.351,0.192,0.158,0.065,0.195,0.241,0.157,0.2,0.264,0.232,0.176,0.209,0.152,0.131
"Soy jubilado o pensionado",0.181,0.148,0.211,0.025,0.027,0.216,0.752,0.224,0.155,0.169,0.166,0.146,0.151,0.215,0.161,0.228,0.15
