"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"Sergio Massa – Wado de Pedro",0.29,0.288,0.292,0.247,0.306,0.29,0.304,0.309,0.276,0.29,0.292,0.225,0.271,0.318,0.564,0.113,0.242
"Javier Milei – José Luis Espert",0.373,0.448,0.301,0.5,0.368,0.352,0.272,0.337,0.384,0.396,0.379,0.411,0.356,0.355,0.167,0.502,0.417
"No sabe",0.337,0.264,0.407,0.253,0.326,0.358,0.424,0.354,0.34,0.314,0.329,0.364,0.373,0.327,0.269,0.385,0.341
