"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.277,0.278,0.276,0.234,0.308,0.275,0.26,0.303,0.26,0.274,0.26,0.226,0.28,0.314,0.597,0.056,0.246
"Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.425,0.428,0.422,0.339,0.375,0.5,0.54,0.347,0.442,0.484,0.455,0.391,0.357,0.424,0.111,0.754,0.366
"No sabe",0.298,0.294,0.302,0.427,0.317,0.225,0.2,0.35,0.298,0.242,0.285,0.383,0.363,0.262,0.292,0.19,0.388
