"var","categoria","Unión por la Patria","Juntos por el Cambio","De los liberales libertarios","De la Izquierda","Hacemos por nuestro país","Otro","En blanco","No sabe"
"P12","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.603,0.14,0.09,0.17,0.18,0.07,0.034,0.153
"P12","Juan Grabois a Presidente y Paula Abal Medina a Vicepresidente por Union por la Patria",0.183,0.05,0.036,0.105,0.07,0.037,0.037,0.039
"P12","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.063,0.456,0.098,0.106,0.049,0.055,0.006,0.058
"P12","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.044,0.232,0.035,0.075,0.142,0.028,0.051,0.032
"P12","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.073,0.083,0.692,0.116,0.102,0.257,0.134,0.171
"P12","Los candidatos a presidente y vicepresidente de las diferentes opciones de izquierda",0.009,0.001,0.004,0.264,0.028,0.144,0.002,0.017
"P12","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.002,0.007,0.016,0.021,0.347,0.044,0.225,0.047
"P12","Otros",0,0.015,0.006,0.028,0.006,0.244,0.05,0.163
"P12","En blanco",0.009,0.005,0.004,0.079,0.031,0.032,0.341,0.039
"P12","No sabe",0.014,0.011,0.019,0.036,0.045,0.089,0.12,0.281
"P22","Totalmente seguro.",0.657,0.637,0.711,0.504,0.371,0.385,0.394,0.232
"P22","Bastante seguro",0.167,0.171,0.136,0.148,0.2,0.172,0.079,0.127
"P22","Algo seguro",0.097,0.12,0.097,0.162,0.21,0.132,0.086,0.217
"P22","Para nada seguro",0.079,0.072,0.056,0.186,0.219,0.311,0.441,0.424
"P23","Tiene Decidido que va a ir a votar.",0.904,0.904,0.91,0.728,0.716,0.747,0.603,0.706
"P23","Tiene dudas sobre si va a ir a  votar",0.067,0.054,0.064,0.155,0.119,0.173,0.144,0.147
"P23","Tiene Decidido que no va a ir a votar",0.029,0.042,0.026,0.117,0.165,0.08,0.253,0.147
"P34","Inflación",0.381,0.296,0.347,0.256,0.193,0.24,0.332,0.275
"P34","Desempleo",0.107,0.094,0.065,0.166,0.124,0.166,0.079,0.09
"P34","Corrupción",0.116,0.296,0.378,0.22,0.228,0.252,0.293,0.219
"P34","Inseguridad",0.124,0.208,0.107,0.163,0.258,0.071,0.081,0.167
"P34","Precio del dólar",0.034,0.014,0.009,0.031,0,0.02,0.009,0.02
"P34","Pobreza",0.109,0.039,0.034,0.113,0.055,0.068,0.053,0.113
"P34","Narcotráfico",0.01,0.023,0.014,0.008,0.042,0.01,0.029,0.03
"P34","Tarifas",0.019,0.004,0.01,0.008,0.067,0.031,0.027,0
"P34","Otro",0.079,0.017,0.018,0.03,0.033,0.107,0.044,0.038
"P34","No sabe",0.021,0.009,0.018,0.005,0,0.035,0.053,0.048
