"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires"
"Unión por la Patria",0.249,0.241,0.256,0.195,0.276,0.278,0.243,0.24,0.228,0.296,0.501,0.075,0.169,0.223,0.225,0.342,0.271
"Juntos por el Cambio",0.333,0.278,0.383,0.236,0.287,0.427,0.504,0.33,0.31,0.374,0.197,0.579,0.267,0.349,0.332,0.263,0.329
"De los liberales libertarios",0.237,0.298,0.181,0.337,0.256,0.149,0.12,0.223,0.27,0.202,0.14,0.247,0.283,0.23,0.252,0.203,0.24
"De la Izquierda",0.059,0.057,0.06,0.069,0.073,0.033,0.038,0.06,0.066,0.044,0.039,0.025,0.112,0.055,0.058,0.051,0.064
"Hacemos por nuestro país",0.021,0.028,0.015,0.028,0.019,0.014,0.021,0.028,0.015,0.021,0.018,0.013,0.045,0.032,0.023,0.009,0.012
"Otro",0.059,0.056,0.062,0.065,0.057,0.067,0.042,0.073,0.056,0.045,0.058,0.042,0.067,0.07,0.06,0.072,0.047
"En blanco",0.042,0.042,0.043,0.07,0.032,0.032,0.032,0.046,0.055,0.018,0.047,0.019,0.057,0.041,0.05,0.06,0.037
