"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires"
"Tiene Decidido que va a ir a votar.",0.912,0.92,0.904,0.905,0.913,0.923,0.905,0.884,0.915,0.945,0.92,0.936,0.888,0.903,0.892,0.909,0.931
"Tiene dudas sobre si va a ir a  votar",0.088,0.08,0.096,0.095,0.087,0.077,0.095,0.116,0.085,0.055,0.08,0.064,0.112,0.097,0.108,0.091,0.069
