"var","categoria","Si","Puede ser","No"
"P11","Al Frente de todos",0.394,0.404,0.188
"P11","A Juntos",0.406,0.107,0.161
"P11","Al Frente de Izquierda",0.04,0.021,0.124
"P11","Al Partido Avanza libertad",0.075,0.098,0.084
"P11","A “Vamos con vos""",0.024,0.031,0
"P11","Votaría en blanco o anularía",0.061,0.339,0.443
