"var","categoria","Siempre","Casi siempre","Casi nunca","Nunca, pero esta es una excepción"
"P05","Mucho",0.545,0.345,0.234,0.116
"P05","Bastante",0.189,0.381,0.211,0.102
"P05","Poco",0.12,0.163,0.307,0.373
"P05","Nada",0.108,0.1,0.181,0.339
"P05","No sabe",0.038,0.011,0.067,0.07
"P09","De Unión por la Patria",0.313,0.254,0.169,0.156
"P09","De Juntos por el Cambio",0.385,0.418,0.327,0.181
"P09","De los liberales libertarios",0.109,0.108,0.184,0.168
"P09","De la Izquierda",0.021,0.031,0.04,0.034
"P09","Hacemos por Nuestro País",0.022,0.005,0.024,0.025
"P09","otro",0.026,0.067,0.054,0.048
"P09","En blanco",0.054,0.046,0.074,0.177
"P09","No sabe",0.07,0.071,0.128,0.211
"P10","Unidos para Cambiar Santa Fe",0.327,0.265,0.182,0.184
"P10","Juntos Avancemos",0.303,0.29,0.262,0.138
"P10","De los liberales libertarios",0.111,0.105,0.163,0.137
"P10","De la Izquierda",0.032,0.04,0.053,0.067
"P10","En blanco",0.074,0.081,0.092,0.108
"P10","No sabe",0.153,0.219,0.248,0.366
"P11","Carolina Losada a gobernadora y Federico Angelini a vicegobernador por Unidos para Cambiar Santa Fe",0.213,0.231,0.228,0.18
"P11","Maximiliano Pullaro a gobernador y Gisela Scaglia a vicegobernadora por Unidos para Cambiar Santa Fe",0.243,0.196,0.17,0.151
"P11","Mónica Fein a gobernadora y Eugenio Fernández a vicegobernador por Unidos para Cambiar Santa Fe",0.048,0.078,0.083,0.072
"P11","Marcelo Lewandowski a gobernador y Silvina Patricia Frana a vicegobernadora por Juntos Avancemos",0.151,0.166,0.171,0.117
"P11","Marcos Cleri a gobernador y Alejandra del Huerto Obeid a vicegobernadora por Juntos Avancemos",0.107,0.07,0.06,0.068
"P11","Leandro Busatto a gobernador y Alejandra Gómez Sáenz a vicegobernadora por Juntos Avancemos",0.077,0.047,0.052,0.042
"P11","Eduardo Toniolli a gobernador y Leticia Quagliaro a vicegobernadora por Juntos Avancemos",0.031,0.034,0.028,0.017
"P11","Alguno de los candidatos a gobernador y vicegobernador de la Izquierda",0.018,0.029,0.015,0.031
"P11","En blanco",0.037,0.05,0.077,0.123
"P11","No sabe",0.075,0.099,0.116,0.199
"P15","Lo votaría",0.148,0.116,0.071,0.053
"P15","Puede que lo vote",0.156,0.143,0.186,0.08
"P15","Nunca lo votaría",0.376,0.335,0.402,0.376
"P15","No sabe",0.32,0.406,0.341,0.491
"P16","La votaría",0.236,0.209,0.18,0.119
"P16","Puede que la vote",0.139,0.135,0.189,0.13
"P16","Nunca la votaría",0.519,0.496,0.474,0.429
"P16","No sabe",0.106,0.16,0.157,0.322
"P17","Lo votaría",0.266,0.202,0.198,0.132
"P17","Puede que lo vote",0.151,0.162,0.185,0.163
"P17","Nunca lo votaría",0.487,0.48,0.468,0.41
"P17","No sabe",0.096,0.156,0.149,0.295
"P18","La votaría",0.127,0.08,0.076,0.039
"P18","Puede que la vote",0.115,0.111,0.111,0.086
"P18","Nunca la votaría",0.443,0.437,0.438,0.442
"P18","No sabe",0.315,0.372,0.375,0.433
"P19","La votaría",0.122,0.086,0.123,0.091
"P19","Puede que la vote",0.181,0.194,0.15,0.127
"P19","Nunca la votaría",0.49,0.486,0.487,0.427
"P19","No sabe",0.207,0.234,0.24,0.355
"P20","Lo votaría",0.246,0.154,0.187,0.145
"P20","Puede que lo vote",0.138,0.14,0.155,0.097
"P20","Nunca lo votaría",0.455,0.509,0.455,0.388
"P20","No sabe",0.161,0.197,0.203,0.37
"P21","Lo votaría",0.199,0.079,0.086,0.146
"P21","Puede que lo vote",0.147,0.131,0.133,0.094
"P21","Nunca lo votaría",0.462,0.547,0.551,0.433
"P21","No sabe",0.192,0.243,0.23,0.327
"P22","Lo votaría",0.118,0.059,0.049,0.075
"P22","Puede que lo vote",0.123,0.098,0.12,0.103
"P22","Nunca lo votaría",0.457,0.457,0.458,0.426
"P22","No sabe",0.302,0.386,0.373,0.396
"P23","Lo votaría",0.132,0.07,0.04,0.068
"P23","Puede que lo vote",0.132,0.11,0.112,0.095
"P23","Nunca lo votaría",0.511,0.516,0.512,0.455
"P23","No sabe",0.225,0.304,0.336,0.382
"P24","Lo votaría",0.082,0.061,0.054,0.107
"P24","Puede que lo vote",0.113,0.104,0.14,0.081
"P24","Nunca lo votaría",0.554,0.551,0.513,0.429
"P24","No sabe",0.251,0.284,0.293,0.383
"P25","Lo votaría",0.096,0.087,0.078,0.114
"P25","Puede que lo vote",0.145,0.173,0.192,0.076
"P25","Nunca lo votaría",0.535,0.464,0.459,0.41
"P25","No sabe",0.224,0.276,0.271,0.4
"P26","Lo votaría",0.044,0.026,0.024,0.034
"P26","Puede que la vote",0.135,0.067,0.09,0.044
"P26","Nunca la votaría",0.449,0.45,0.493,0.491
"P26","No sabe",0.372,0.457,0.393,0.431
"P27","La votaría",0.065,0.041,0.04,0.058
"P27","Puede que la vote",0.111,0.131,0.104,0.109
"P27","Nunca la votaría",0.466,0.453,0.482,0.483
"P27","No sabe",0.358,0.375,0.374,0.35
"P28","Lo votaría",0.022,0.018,0.043,0.027
"P28","Puede que la vote",0.095,0.08,0.072,0.075
"P28","Nunca la votaría",0.505,0.456,0.481,0.505
"P28","No sabe",0.378,0.446,0.404,0.393
"P29","La votaría",0.108,0.074,0.043,0.063
"P29","Puede que la vote",0.113,0.096,0.12,0.079
"P29","Nunca la votaría",0.477,0.422,0.478,0.514
"P29","No sabe",0.302,0.408,0.359,0.344
"P30","Lo votaría",0.048,0.044,0.028,0.03
"P30","Puede que la vote",0.089,0.075,0.062,0.094
"P30","Nunca la votaría",0.478,0.427,0.494,0.492
"P30","No sabe",0.385,0.454,0.416,0.384
"P31","La votaría",0.123,0.053,0.02,0.051
"P31","Puede que la vote",0.15,0.138,0.143,0.055
"P31","Nunca la votaría",0.509,0.5,0.533,0.549
"P31","No sabe",0.218,0.309,0.304,0.345
"P32","La votaría",0.067,0.019,0.039,0.066
"P32","Puede que la vote",0.118,0.057,0.062,0.044
"P32","Nunca la votaría",0.494,0.475,0.531,0.503
"P32","No sabe",0.321,0.449,0.368,0.387
"P33","Lo votaría",0.042,0.021,0.023,0.012
"P33","Puede que la vote",0.137,0.077,0.093,0.048
"P33","Nunca la votaría",0.446,0.431,0.528,0.533
"P33","No sabe",0.375,0.471,0.356,0.407
"P34","La votaría",0.014,0.015,0.045,0.005
"P34","Puede que la vote",0.087,0.081,0.064,0.07
"P34","Nunca la votaría",0.492,0.417,0.5,0.495
"P34","No sabe",0.407,0.487,0.391,0.43
"P35","Si",0.593,0.444,0.319,0.216
"P35","No",0.407,0.556,0.681,0.784
