"var","categoria","De Unión por la Patria","De Juntos por el Cambio","De los liberales libertarios","De la Izquierda","Hacemos por Nuestro País","otro","En blanco","No sabe"
"P11_","Carolina Losada a gobernadora y Federico Angelini a vicegobernador por Unidos para Cambiar Santa Fe",0.065,0.445,0.287,0.02,0.35,0.076,0.072,0.206
"P11_","Maximiliano Pullaro a gobernador y Gisela Scaglia a vicegobernadora por Unidos para Cambiar Santa Fe",0.08,0.331,0.186,0.207,0.17,0.212,0.148,0.277
"P11_","Mónica Fein a gobernadora y Eugenio Fernández a vicegobernador por Unidos para Cambiar Santa Fe",0.048,0.046,0.148,0.051,0.216,0.182,0.085,0.117
"P11_","Marcelo Lewandowski a gobernador y Silvina Patricia Frana a vicegobernadora por Juntos Avancemos",0.434,0.06,0.059,0.043,0.216,0.236,0.141,0.171
"P11_","Marcos Cleri a gobernador y Alejandra del Huerto Obeid a vicegobernadora por Juntos Avancemos",0.2,0.033,0.046,0.163,0.033,0.011,0.091,0.023
"P11_","Leandro Busatto a gobernador y Alejandra Gómez Sáenz a vicegobernadora por Juntos Avancemos",0.096,0.031,0.108,0.061,0,0.03,0.037,0.089
"P11_","Eduardo Toniolli a gobernador y Leticia Quagliaro a vicegobernadora por Juntos Avancemos",0.065,0.012,0.006,0.096,0.015,0.079,0.014,0.025
"P11_","Alguno de los candidatos a gobernador y vicegobernador de la Izquierda",0.005,0.012,0.008,0.359,0,0.043,0.017,0.019
"P11_","En blanco",0.007,0.03,0.152,0,0,0.131,0.395,0.073
