"var","categoria","Lo votaría","Puede que lo vote","Nunca lo votaría","No sabe"
"P06","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.075,0.247,0.699,0.041
"P06","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.805,0.231,0.022,0.004
"P06","En blanco",0.115,0.266,0.16,0.398
"P06","Aun no tengo decidido mi voto",0.005,0.256,0.119,0.557
"P08","Totalmente seguro",0.813,0.425,0.67,0.084
"P08","Bastante seguro",0.077,0.058,0.109,0.133
"P08","Algo seguro",0.11,0.199,0.047,0.24
"P08","Para nada seguro",0,0.318,0.174,0.543
"P09","Tiene Decidido que va a ir a votar",0.935,0.64,0.816,0.578
"P09","Tiene dudas sobre si va a ir a  votar",0.027,0.313,0.064,0.271
"P09","Tiene Decidido que no va a ir a votar",0.038,0.047,0.12,0.151
"P10","Lo votaría",0.078,0.196,0.681,0.25
"P10","Puede que lo vote",0.04,0.339,0.076,0.102
"P10","Nunca lo votaría",0.872,0.465,0.161,0.026
"P10","No sabe",0.01,0,0.082,0.622
"P12","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0,0.013,0.535,0.818
"P12","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",1,0.987,0.465,0.182
"P14","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",1,0,0.106,0
"P14","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0,0.049,0,0.011
"P14","En blanco",0,0.951,0.894,0.989
