"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Union por la Patria",0.267,0.243,0.286,0.309,0.305,0.231,0.185,0.357,0.22,0.27,0.64,0.112,0.254,0.705,0.641,0.064,0.185,0.133
"Cambiemos",0.439,0.408,0.465,0.26,0.372,0.584,0.626,0.281,0.442,0.495,0.148,0.651,0.372,0.158,0.156,0.817,0.598,0.218
"Liberales",0.16,0.211,0.119,0.256,0.191,0.086,0.067,0.155,0.191,0.139,0.087,0.162,0.213,0.062,0.107,0.062,0.096,0.534
"Izquierda",0.04,0.039,0.04,0.051,0.046,0.024,0.032,0.053,0.038,0.036,0.038,0.019,0.013,0.035,0.03,0.008,0.026,0.018
"No sabe",0.094,0.099,0.09,0.124,0.086,0.075,0.09,0.154,0.109,0.06,0.087,0.056,0.148,0.04,0.066,0.049,0.095,0.097
