"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.36,0.349,0.369,0.421,0.384,0.323,0.293,0.471,0.283,0.375,0.754,0.191,0.394,0.824,0.705,0.144,0.352,0.068
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.314,0.374,0.265,0.436,0.319,0.304,0.189,0.301,0.318,0.316,0.12,0.39,0.219,0.055,0.135,0.278,0.274,0.833
"En blanco",0.212,0.183,0.236,0.108,0.195,0.254,0.309,0.138,0.259,0.206,0.064,0.28,0.342,0.073,0.114,0.384,0.256,0.048
"No sabe",0.114,0.094,0.13,0.035,0.102,0.119,0.209,0.09,0.14,0.103,0.062,0.139,0.045,0.048,0.046,0.194,0.118,0.051
