"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Leandro Santoro a Jefe de Gobierno por Union por la Patria",0.272,0.239,0.298,0.275,0.334,0.229,0.207,0.309,0.23,0.29,0.62,0.096,0.302,0.684,0.579,0.064,0.221,0.114
"Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.441,0.417,0.461,0.21,0.381,0.596,0.653,0.311,0.449,0.482,0.138,0.652,0.547,0.122,0.101,0.825,0.631,0.244
"Ramiro Marra a Jefe de Gobierno por la Libertad Avanza",0.196,0.225,0.173,0.397,0.182,0.11,0.075,0.219,0.237,0.157,0.146,0.195,0.133,0.135,0.222,0.063,0.078,0.596
"Los candidatos a Jefe de Gobierno de la izquierda",0.036,0.045,0.029,0.057,0.039,0.026,0.017,0.036,0.039,0.034,0.04,0.012,0.018,0.029,0.035,0.007,0.026,0.008
"En blanco",0.055,0.074,0.039,0.061,0.064,0.039,0.048,0.125,0.045,0.037,0.056,0.045,0,0.03,0.063,0.041,0.044,0.038
