"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Leandro Santoro a Jefe de Gobierno por Union por la Patria",0.257,0.225,0.283,0.256,0.317,0.222,0.191,0.272,0.215,0.283,0.603,0.094,0.246,0.666,0.574,0.065,0.213,0.097
"Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.429,0.403,0.449,0.201,0.369,0.591,0.628,0.287,0.438,0.472,0.135,0.634,0.487,0.119,0.101,0.814,0.619,0.215
"Ramiro Marra a Jefe de Gobierno por la Libertad Avanza",0.179,0.206,0.157,0.348,0.169,0.11,0.072,0.177,0.225,0.146,0.122,0.183,0.134,0.128,0.182,0.06,0.078,0.538
"La candidata a Jefe de Gobierno de la izquierda",0.033,0.039,0.029,0.045,0.039,0.026,0.017,0.036,0.031,0.034,0.04,0.012,0.018,0.029,0.035,0.007,0.027,0.008
"En blanco",0.047,0.063,0.033,0.061,0.056,0.028,0.033,0.103,0.037,0.033,0.044,0.04,0,0.03,0.063,0.033,0.036,0.037
"No sabe",0.055,0.064,0.049,0.089,0.05,0.023,0.059,0.125,0.054,0.032,0.056,0.037,0.115,0.028,0.045,0.021,0.027,0.105
