"var","categoria","Tiene Decidido que va a ir a votar","Tiene dudas sobre si va a ir a  votar","Tiene Decidido que no va a ir a votar"
"P10","Unión por la Patria",0.252,0.142,0.228
"P10","Juntos por el Cambio",0.422,0.41,0.288
"P10","De los liberales libertarios",0.211,0.137,0.153
"P10","De la Izquierda",0.039,0.102,0.144
"P10","Hacemos por nuestro país",0.029,0.036,0
"P10","Otro",0.011,0.074,0.089
"P10","En blanco",0.007,0.011,0.044
"P10","No sabe",0.029,0.088,0.054
"P13","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.263,0.254,0.212
"P13","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.413,0.249,0.162
"P13","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.223,0.244,0.088
"P13","Los candidatos a presidente y vicepresidente de la izquierda",0.041,0.027,0.074
"P13","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.023,0.125,0.309
"P13","En blanco",0.01,0.014,0.115
"P13","No sabe",0.027,0.087,0.04
"P16","Union por la Patria",0.278,0.154,0.287
"P16","Cambiemos",0.455,0.321,0.168
"P16","Liberales",0.165,0.261,0.044
"P16","Izquierda",0.038,0.035,0.082
"P16","No sabe",0.064,0.229,0.419
"P17","Leandro Santoro a Jefe de Gobierno por Union por la Patria",0.259,0.241,0.127
"P17","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.452,0.198,0.255
"P17","Ramiro Marra a Jefe de Gobierno por la Libertad Avanza",0.178,0.305,0.059
"P17","La candidata a Jefe de Gobierno de la izquierda",0.033,0.046,0.046
"P17","En blanco",0.029,0.096,0.366
"P17","No sabe",0.049,0.114,0.147
"P26","Totalmente seguro",0.727,0.29,0.211
"P26","Bastante seguro",0.125,0.413,0.04
"P26","Algo seguro",0.097,0.173,0.58
"P26","Para nada seguro",0.051,0.124,0.169
"P28","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.351,0.175,0.148
"P28","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.479,0.451,0.434
"P28","En blanco",0.087,0.169,0.35
"P28","No sabe",0.083,0.205,0.068
"P29","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.522,0.231,0.198
"P29","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.251,0.357,0.165
"P29","En blanco",0.146,0.213,0.494
"P29","No sabe",0.081,0.199,0.143
"P30","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.372,0.227,0.187
"P30","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.312,0.308,0.484
"P30","En blanco",0.208,0.269,0.224
"P30","No sabe",0.108,0.196,0.105
"P38","Inflación",0.379,0.399,0.254
"P38","Desempleo",0.071,0.141,0.052
"P38","Corrupción",0.292,0.139,0.183
"P38","Inseguridad",0.113,0.04,0.242
"P38","Precio del dólar",0.009,0.054,0.077
"P38","Pobreza",0.058,0.081,0
"P38","Narcotráfico",0.004,0.029,0
"P38","Tarifas",0.005,0,0
"P38","Otro",0.053,0.101,0.192
"P38","No sabe",0.016,0.016,0
"P10_imputada","Unión por la Patria",0.26,0.156,0.228
"P10_imputada","Juntos por el Cambio",0.428,0.448,0.308
"P10_imputada","De los liberales libertarios",0.22,0.161,0.187
"P10_imputada","De la Izquierda",0.041,0.114,0.144
"P10_imputada","Hacemos por nuestro país",0.032,0.036,0
"P10_imputada","Otro",0.012,0.074,0.089
"P10_imputada","En blanco",0.007,0.011,0.044
"P13_imputada","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.274,0.287,0.212
"P13_imputada","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.421,0.278,0.193
"P13_imputada","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.23,0.269,0.097
"P13_imputada","Los candidatos a presidente y vicepresidente de la izquierda",0.041,0.027,0.074
"P13_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.023,0.125,0.309
"P13_imputada","En blanco",0.011,0.014,0.115
"P16_imputada","Union por la Patria",0.296,0.24,0.459
"P16_imputada","Cambiemos",0.475,0.427,0.342
"P16_imputada","Liberales",0.187,0.298,0.044
"P16_imputada","Izquierda",0.042,0.035,0.155
"P17_imputada","Leandro Santoro a Jefe de Gobierno por Union por la Patria",0.273,0.274,0.151
"P17_imputada","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.46,0.252,0.328
"P17_imputada","Ramiro Marra a Jefe de Gobierno por la Libertad Avanza",0.196,0.305,0.078
"P17_imputada","Los candidatos a Jefe de Gobierno de la izquierda",0.037,0.045,0.046
"P17_imputada","En blanco",0.034,0.124,0.397
