"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","c00652","c00653","c00654","c00655","c0652A","c0655A","Menéndez","Cocuzza","Zencich","Varela","Othacehé"
"No estaba enterado del tema",0.108,0.099,0.118,0.237,0.053,0.051,0.1,0.158,0.088,0.048,0.083,0.137,0,0.14,0.101,0.147,0.1,0.141,0.058,0.006,0.294
"Un tema de la vida privada de él",0.106,0.086,0.126,0.044,0.138,0.121,0.118,0.091,0.136,0.062,0.077,0.125,0.133,0.133,0.07,0.198,0.194,0.025,0.041,0.063,0.042
"Un hecho vergonzoso de exclusiva responsabilidad de él",0.252,0.248,0.256,0.127,0.26,0.343,0.323,0.2,0.257,0.36,0.245,0.185,0.03,0.223,0.325,0.245,0.407,0.197,0.111,0.078,0.169
"Un hecho vergonzoso del cual también es responsable el gobernador Kicillof",0.232,0.242,0.221,0.305,0.209,0.209,0.184,0.187,0.267,0.239,0.245,0.237,0.107,0.309,0.275,0.087,0.116,0.411,0.37,0.38,0.184
"Un hecho vergonzoso que muestran como son los dirigentes que apoyan a Sergio Massa",0.238,0.274,0.202,0.202,0.276,0.24,0.205,0.29,0.184,0.259,0.339,0.202,0.711,0.168,0.167,0.205,0.085,0.213,0.417,0.473,0.201
"No sabe",0.064,0.051,0.077,0.085,0.064,0.036,0.07,0.074,0.068,0.032,0.011,0.114,0.019,0.027,0.062,0.118,0.098,0.013,0.003,0,0.11
