"var","categoria","Si","No"
"P05","Mucho",0.369,0.256
"P05","Bastante",0.361,0.173
"P05","Poco",0.173,0.27
"P05","Nada",0.082,0.203
"P05","No sabe",0.015,0.098
"P06","Siempre",0.22,0.115
"P06","Casi siempre",0.332,0.193
"P06","Casi nunca",0.295,0.48
"P06","Nunca, pero esta es una excepción",0.153,0.212
"P10","Unión por la Patria",0.347,0.347
"P10","Juntos por el Cambio",0.226,0.152
"P10","De los Liberales libertarios",0.235,0.108
"P10","De la Izquierda",0.032,0.085
"P10","Hacemos por nuestro país",0.011,0.012
"P10","En blanco",0.06,0.084
"P10","No sabe",0.089,0.212
"P13","Sergio Massa a presidente, Axel Kicillof a gobernador y Gustavo Menéndez a intendente por Unión por la Patria.",0.424,0.389
"P13","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y David Zencich a intendente por Juntos por el Cambio",0.183,0.197
"P13","Javier Milei a presidente, Carolina Piparo a gobernadora  y Eduardo Varela a intendente por la Libertad Avanza",0.26,0.189
"P13","Raul Othacehé a intendente por el frente vecinal crecer",0.016,0
"P13","Los candidatos a presidente, gobernador e intendente de la Izquierda",0.026,0.015
"P13","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.016,0.051
"P13","En blanco",0.012,0.022
"P13","No sabe",0.063,0.137
"P16","Si",0.404,0.453
"P16","No",0.596,0.547
"P17","Sergio Massa a presidente por Unión por la Patria.",0.385,0.384
"P17","Patricia Bullrich a presidenta por Juntos por el Cambio",0.172,0.19
"P17","Javier Milei a presidente por la Libertad Avanza",0.302,0.218
"P17","Los candidatos a presidente de la Izquierda",0.028,0.039
"P17","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.022,0.048
"P17","En blanco",0.031,0.022
"P17","No sabe",0.06,0.099
"P20","Axel Kicillof a gobernador por Unión por la Patria.",0.436,0.619
"P20","Néstor Grindetti a gobernador por Juntos por el Cambio",0.227,0.103
"P20","Carolina Piparo a gobernadora por la Libertad Avanza",0.219,0.11
"P20","El candidato a gobernador de la Izquierda",0.018,0.018
"P20","En blanco",0.004,0.035
"P20","No sabe",0.096,0.115
"P23","Gustavo Menéndez a intendente por Unión por la Patria.",0.234,0.365
"P23","Zencich a intendente por Juntos por el Cambio",0.182,0.088
"P23","Eduardo Varela a intendente por la Libertad Avanza",0.196,0.029
"P23","Raul Othacehé a intendente por el frente vecinal crecer",0.111,0.138
"P23","El candidato a intendente de la Izquierda",0.117,0.206
"P23","En blanco",0.068,0.004
"P23","No sabe",0.092,0.17
"P26","Totalmente seguro.",0.681,0.508
"P26","Bastante seguro",0.186,0.174
"P26","Algo seguro",0.039,0.188
"P26","Para nada seguro",0.094,0.13
"P27","Tiene Decidido que va a ir a votar.",0.912,0.708
"P27","Tiene dudas sobre si va a ir a  votar",0.069,0.247
"P27","Tiene Decidido que no va a ir a votar",0.019,0.045
"P28","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.441,0.385
"P28","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.158,0.133
"P28","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.211,0.2
"P28","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.069,0.08
"P28","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.067,0.091
"P28","No sabe",0.054,0.111
"P29","No estaba enterado del tema",0.073,0.249
"P29","Un tema de la vida privada de él",0.09,0.197
"P29","Un hecho vergonzoso de exclusiva responsabilidad de él",0.278,0.197
"P29","Un hecho vergonzoso del cual también es responsable el gobernador Kicillof",0.24,0.137
"P29","Un hecho vergonzoso que muestran como son los dirigentes que apoyan a Sergio Massa",0.258,0.15
"P29","No sabe",0.061,0.07
"P31","Sergio Massa",0.353,0.362
"P31","Patria Bullrich",0.139,0.16
"P31","Javier Milei",0.292,0.204
"P31","Myriam Bregman",0.172,0.19
"P31","Juan Schiaretti",0.044,0.084
"P32","Ha aumentado significativamente",0.121,0.115
"P32","Ha aumentado ligeramente",0.203,0.17
"P32","Se mantiene igual",0.258,0.432
"P32","Ha disminuido ligeramente",0.201,0.1
"P32","Ha disminuido significativamente",0.217,0.183
"P33","No, ninguna dificultad",0.246,0.169
"P33","Alguna dificultad ocasional",0.358,0.372
"P33","Sí, dificultades frecuentes",0.396,0.459
"P34","Sí, absolutamente",0.495,0.552
"P34","Sí, en cierta medida",0.28,0.375
"P34","No, en absoluto",0.225,0.073
"P35","Reducir la inflación",0.353,0.515
"P35","Implementar reformas fiscales",0.072,0.081
"P35","Establecer políticas de control de precios",0.174,0.229
"P35","Reducir el gasto público",0.318,0.149
"P35","Estimular la inversión extranjera",0.038,0.015
"P35","Aumentar los subsidios a los servicios públicos",0.045,0.011
"P36","Muy positiva",0.18,0.175
"P36","Positiva",0.186,0.209
"P36","Neutral",0.24,0.213
"P36","Algo negativa",0.095,0.026
"P36","Negativa",0.068,0.107
"P36","No sabe",0.231,0.27
"P37","Muy positiva",0.405,0.346
"P37","Positiva",0.188,0.306
"P37","Neutral",0.218,0.147
"P37","Algo negativa",0.053,0.043
"P37","Negativa",0.082,0.012
"P37","No sabe",0.054,0.146
"P38","Muy positiva",0.237,0.188
"P38","Positiva",0.211,0.237
"P38","Neutral",0.243,0.302
