"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","c00652","c00653","c00654","c00655","c0652A","c0655A","Menéndez","Cocuzza","Zencich","Varela","Othacehé"
"Muy positiva",0.229,0.249,0.207,0.289,0.206,0.238,0.188,0.29,0.186,0.211,0.251,0.246,0.03,0.181,0.219,0.295,0.293,0.241,0.065,0.031,0.368
"Positiva",0.216,0.23,0.201,0.188,0.2,0.228,0.273,0.172,0.22,0.286,0.162,0.196,0.185,0.378,0.219,0.217,0.292,0.073,0.119,0.202,0.163
"Neutral",0.253,0.237,0.27,0.273,0.284,0.242,0.166,0.188,0.296,0.276,0.244,0.222,0.162,0.213,0.273,0.312,0.21,0.239,0.256,0.39,0.222
"Algo negativa",0.097,0.115,0.079,0.085,0.113,0.092,0.083,0.092,0.104,0.092,0.087,0.045,0.244,0.059,0.138,0.049,0.034,0.227,0.135,0.198,0.009
"Negativa",0.102,0.067,0.139,0.103,0.137,0.087,0.037,0.109,0.095,0.106,0.177,0.08,0.379,0.091,0.056,0.043,0.011,0.165,0.303,0.111,0.208
"No sabe",0.103,0.102,0.104,0.062,0.06,0.113,0.253,0.149,0.099,0.029,0.079,0.211,0,0.078,0.095,0.084,0.16,0.055,0.122,0.068,0.03
