"var","categoria","La votaría","Puede que la vote","Nunca la votaría","No sabe"
"P05","Mucho",0.408,0.292,0.458,0.306
"P05","Bastante",0.286,0.361,0.258,0.144
"P05","Poco",0.154,0.196,0.156,0.22
"P05","Nada",0.124,0.117,0.11,0.263
"P05","No sabe",0.028,0.034,0.018,0.067
"P06","Siempre",0.315,0.225,0.276,0.146
"P06","Casi siempre",0.333,0.343,0.335,0.28
"P06","Casi nunca",0.253,0.308,0.257,0.344
"P06","Nunca, pero esta es una excepción",0.099,0.124,0.132,0.23
"P07","Tiene Decidido que va a ir a votar",0.792,0.804,0.817,0.722
"P07","Tiene dudas sobre si va a ir a  votar",0.163,0.131,0.103,0.136
"P07","Tiene Decidido que no va a ir a votar",0.045,0.065,0.08,0.142
"P09","Unión por la Patria",0.123,0.094,0.405,0.097
"P09","Juntos por el Cambio",0.657,0.596,0.16,0.244
"P09","De los Liberales libertarios",0.144,0.177,0.248,0.099
"P09","De la Izquierda",0.006,0.013,0.029,0.096
"P09","Hacemos por nuestro país",0,0.012,0.006,0
"P09","Otro",0.043,0.023,0.037,0.134
"P09","En blanco",0.016,0.029,0.042,0.058
"P09","No sabe",0.011,0.056,0.073,0.272
"P12","Sergio Massa a presidente, Agustín Rossi a vicepresidente, Adán Bahl a gobernador y Claudia Monjo a vicegobernadora a  por Unión por la Patria",0.067,0.121,0.396,0.121
"P12","Juan Grabois a presidente, Paula Abal Medina a vicepresidenta, Adán Bahl a gobernador y Claudia Monjo a vicegobernadora por Unión por la Patria",0.072,0.065,0.114,0.184
"P12","Patricia Bullrich a presidenta, Luis Petri a vicepresidente, Rogelio Frigerio a gobernador y Alicia Aluani a vicegobernadora por Juntos por el Cambio",0.368,0.413,0.12,0.102
"P12","Horacio Rodríguez Larreta a presidente, Gerardo Morales a vicepresidente, Rogelio Frigerio a gobernador y Alicia Aluani a vicegobernadora por Juntos por el Cambio",0.338,0.109,0.012,0.047
"P12","Pedro Galimberti a gobernador y Ana D´Angelo a vicegobernadora por Juntos por el Cambio",0.046,0.083,0.038,0.068
"P12","Javier Milei a presidente, Victoria Villarruel a vicepresidenta, Arturo Etchevere a gobernador y Mayda Spizzi a vicegobernadora por la Libertad Avanza",0.094,0.151,0.214,0.142
"P12","A los candidatos a presidente, vicepresidente, gobernador y vicegobernador  del Frente de Izquierda",0,0.001,0.015,0.002
"P12","Otro",0.011,0.013,0.04,0.115
"P12","En blanco",0,0.002,0.018,0.019
"P12","No sabe",0.004,0.042,0.033,0.2
"P15","Totalmente seguro",0.597,0.577,0.702,0.253
"P15","Bastante seguro",0.177,0.178,0.138,0.106
"P15","Algo seguro",0.143,0.13,0.066,0.181
"P15","Para nada seguro",0.083,0.115,0.094,0.46
"P16","La votaría",0.224,0.176,0.507,0.097
"P16","Puede que la vote",0.091,0.12,0.096,0.144
"P16","Nunca la votaría",0.626,0.653,0.354,0.32
"P16","No sabe",0.059,0.051,0.043,0.439
"P17","La votaría",0.12,0.062,0.249,0.031
"P17","Puede que la vote",0.064,0.111,0.154,0.136
"P17","Nunca la votaría",0.763,0.771,0.526,0.348
"P17","No sabe",0.053,0.056,0.071,0.485
"P18","La votaría",0.515,0.372,0.115,0.07
"P18","Puede que la vote",0.224,0.377,0.108,0.076
"P18","Nunca la votaría",0.233,0.221,0.758,0.243
"P18","No sabe",0.028,0.03,0.019,0.611
"P20","La votaría",0.342,0.128,0.208,0.159
"P20","Puede que la vote",0.115,0.388,0.061,0.035
"P20","Nunca la votaría",0.503,0.41,0.714,0.215
"P20","No sabe",0.04,0.074,0.017,0.591
"P21","La votaría",0.199,0.138,0.085,0.115
"P21","Puede que la vote",0.201,0.311,0.064,0.051
"P21","Nunca la votaría",0.541,0.451,0.77,0.185
"P21","No sabe",0.059,0.1,0.081,0.649
"P22","Si",0.452,0.423,0.435,0.32
"P22","No",0.548,0.577,0.565,0.68
"PRESIDENTE","Sergio Massa a presidente, Agustín Rossi a vicepresidente por Unión por la Patria",0.07,0.125,0.402,0.125
"PRESIDENTE","Juan Grabois a presidente, Paula Abal Medina a vicepresidenta por Unión por la Patria",0.073,0.067,0.117,0.219
"PRESIDENTE","Patricia Bullrich a presidenta, Luis Petri a vicepresidente por Juntos por el Cambio",0.399,0.472,0.126,0.131
"PRESIDENTE","Horacio Rodríguez Larreta a presidente, Gerardo Morales a vicepresidente por Juntos por el Cambio",0.349,0.12,0.022,0.047
"PRESIDENTE","Javier Milei a presidente, Victoria Villarruel a vicepresidenta por la Libertad Avanza",0.094,0.158,0.226,0.142
"PRESIDENTE","A los candidatos a presidente, vicepresidente del Frente de Izquierda",0,0.001,0.016,0.002
"PRESIDENTE","Otro",0.011,0.013,0.04,0.115
"PRESIDENTE","En blanco",0,0.002,0.018,0.019
"PRESIDENTE","No sabe",0.004,0.042,0.033,0.2
