"var","categoria","Siempre","Casi siempre","Casi nunca","Nunca, pero esta es una excepción"
"P12_imputada","Sergio Massa a presidente, Agustín Rossi a vicepresidente, Adán Bahl a gobernador y Claudia Monjo a vicegobernadora a  por Unión por la Patria",0.251,0.276,0.248,0.183
"P12_imputada","Juan Grabois a presidente, Paula Abal Medina a vicepresidenta, Adán Bahl a gobernador y Claudia Monjo a vicegobernadora por Unión por la Patria",0.097,0.115,0.095,0.068
"P12_imputada","Patricia Bullrich a presidenta, Luis Petri a vicepresidente, Rogelio Frigerio a gobernador y Alicia Aluani a vicegobernadora por Juntos por el Cambio",0.226,0.272,0.229,0.15
"P12_imputada","Horacio Rodríguez Larreta a presidente, Gerardo Morales a vicepresidente, Rogelio Frigerio a gobernador y Alicia Aluani a vicegobernadora por Juntos por el Cambio",0.105,0.111,0.107,0.052
"P12_imputada","Pedro Galimberti a gobernador y Ana D´Angelo a vicegobernadora por Juntos por el Cambio",0.069,0.052,0.05,0.026
"P12_imputada","Javier Milei a presidente, Victoria Villarruel a vicepresidenta, Arturo Etchevere a gobernador y Mayda Spizzi a vicegobernadora por la Libertad Avanza",0.17,0.127,0.195,0.304
"P12_imputada","A los candidatos a presidente, vicepresidente, gobernador y vicegobernador  del Frente de Izquierda",0.005,0.004,0.014,0.031
"P12_imputada","Otro",0.074,0.026,0.045,0.139
"P12_imputada","En blanco",0.003,0.017,0.017,0.047
"PRESIDENTE_imputada","Sergio Massa a presidente, Agustín Rossi a vicepresidente por Unión por la Patria",0.263,0.281,0.253,0.193
"PRESIDENTE_imputada","Juan Grabois a presidente, Paula Abal Medina a vicepresidenta por Unión por la Patria",0.101,0.122,0.102,0.068
"PRESIDENTE_imputada","Patricia Bullrich a presidenta, Luis Petri a vicepresidente por Juntos por el Cambio",0.259,0.29,0.252,0.15
"PRESIDENTE_imputada","Horacio Rodríguez Larreta a presidente, Gerardo Morales a vicepresidente por Juntos por el Cambio",0.118,0.125,0.112,0.058
"PRESIDENTE_imputada","Javier Milei a presidente, Victoria Villarruel a vicepresidenta por la Libertad Avanza",0.177,0.135,0.205,0.314
"PRESIDENTE_imputada","A los candidatos a presidente, vicepresidente del Frente de Izquierda",0.005,0.004,0.014,0.031
"PRESIDENTE_imputada","Otro",0.074,0.026,0.045,0.139
"PRESIDENTE_imputada","En blanco",0.003,0.017,0.017,0.047
