"var","categoria","Tiene Decidido que va a ir a votar","Tiene dudas sobre si va a ir a  votar","Tiene Decidido que no va a ir a votar"
"P05","Mucho",0.427,0.23,0.216
"P05","Bastante",0.258,0.289,0.208
"P05","Poco",0.179,0.179,0.139
"P05","Nada",0.098,0.267,0.411
"P05","No sabe",0.038,0.035,0.026
"P06","Siempre",0.294,0.074,0.095
"P06","Casi siempre",0.305,0.451,0.057
"P06","Casi nunca",0.272,0.275,0.54
"P06","Nunca, pero esta es una excepción",0.129,0.2,0.308
"P09","Unión por la Patria",0.255,0.238,0.117
"P09","Juntos por el Cambio",0.363,0.371,0.209
"P09","De los Liberales libertarios",0.191,0.175,0.191
"P09","De la Izquierda",0.024,0.008,0.105
"P09","Hacemos por nuestro país",0.005,0.006,0
"P09","Otro",0.046,0.059,0.045
"P09","En blanco",0.032,0.037,0.151
"P09","No sabe",0.084,0.106,0.182
"P12","Sergio Massa a presidente, Agustín Rossi a vicepresidente, Adán Bahl a gobernador y Claudia Monjo a vicegobernadora a  por Unión por la Patria",0.251,0.222,0.168
"P12","Juan Grabois a presidente, Paula Abal Medina a vicepresidenta, Adán Bahl a gobernador y Claudia Monjo a vicegobernadora por Unión por la Patria",0.095,0.106,0.109
"P12","Patricia Bullrich a presidenta, Luis Petri a vicepresidente, Rogelio Frigerio a gobernador y Alicia Aluani a vicegobernadora por Juntos por el Cambio",0.229,0.229,0.155
"P12","Horacio Rodríguez Larreta a presidente, Gerardo Morales a vicepresidente, Rogelio Frigerio a gobernador y Alicia Aluani a vicegobernadora por Juntos por el Cambio",0.103,0.115,0.029
"P12","Pedro Galimberti a gobernador y Ana D´Angelo a vicegobernadora por Juntos por el Cambio",0.053,0.054,0.038
"P12","Javier Milei a presidente, Victoria Villarruel a vicepresidenta, Arturo Etchevere a gobernador y Mayda Spizzi a vicegobernadora por la Libertad Avanza",0.168,0.172,0.216
"P12","A los candidatos a presidente, vicepresidente, gobernador y vicegobernador  del Frente de Izquierda",0.005,0.01,0.067
"P12","Otro",0.044,0.02,0.064
"P12","En blanco",0.01,0.025,0.049
"P12","No sabe",0.042,0.047,0.105
"P15","Totalmente seguro",0.654,0.471,0.443
"P15","Bastante seguro",0.14,0.172,0.153
"P15","Algo seguro",0.093,0.171,0.119
"P15","Para nada seguro",0.113,0.186,0.285
"P16","La votaría",0.357,0.323,0.263
"P16","Puede que la vote",0.093,0.195,0.08
"P16","Nunca la votaría",0.473,0.362,0.46
"P16","No sabe",0.077,0.12,0.197
"P17","La votaría",0.178,0.117,0.11
"P17","Puede que la vote",0.12,0.202,0.083
"P17","Nunca la votaría",0.601,0.569,0.668
"P17","No sabe",0.101,0.112,0.139
"P18","La votaría",0.258,0.189,0.191
"P18","Puede que la vote",0.175,0.23,0.159
"P18","Nunca la votaría",0.502,0.514,0.469
"P18","No sabe",0.065,0.067,0.181
"P19","La votaría",0.203,0.271,0.122
"P19","Puede que la vote",0.198,0.208,0.171
"P19","Nunca la votaría",0.523,0.428,0.546
"P19","No sabe",0.076,0.093,0.161
"P20","La votaría",0.205,0.243,0.28
"P20","Puede que la vote",0.14,0.131,0.078
"P20","Nunca la votaría",0.587,0.517,0.501
"P20","No sabe",0.068,0.109,0.141
"P21","La votaría",0.128,0.082,0.109
"P21","Puede que la vote",0.137,0.195,0.085
"P21","Nunca la votaría",0.617,0.6,0.619
"P21","No sabe",0.118,0.123,0.187
"P22","Si",0.447,0.344,0.353
"P22","No",0.553,0.656,0.647
"PRESIDENTE","Sergio Massa a presidente, Agustín Rossi a vicepresidente por Unión por la Patria",0.258,0.229,0.17
"PRESIDENTE","Juan Grabois a presidente, Paula Abal Medina a vicepresidenta por Unión por la Patria",0.101,0.106,0.109
"PRESIDENTE","Patricia Bullrich a presidenta, Luis Petri a vicepresidente por Juntos por el Cambio",0.249,0.265,0.187
"PRESIDENTE","Horacio Rodríguez Larreta a presidente, Gerardo Morales a vicepresidente por Juntos por el Cambio",0.115,0.114,0.033
"PRESIDENTE","Javier Milei a presidente, Victoria Villarruel a vicepresidenta por la Libertad Avanza",0.176,0.184,0.216
"PRESIDENTE","A los candidatos a presidente, vicepresidente del Frente de Izquierda",0.005,0.01,0.067
"PRESIDENTE","Otro",0.044,0.02,0.064
"PRESIDENTE","En blanco",0.01,0.025,0.049
"PRESIDENTE","No sabe",0.042,0.047,0.105
