"var","categoria","La votaría","Puede que la vote","Nunca la votaría","No sabe"
"P05","Mucho",0.364,0.341,0.457,0.187
"P05","Bastante",0.274,0.332,0.267,0.237
"P05","Poco",0.17,0.195,0.148,0.304
"P05","Nada",0.17,0.092,0.107,0.205
"P05","No sabe",0.022,0.04,0.021,0.067
"P06","Siempre",0.266,0.227,0.291,0.142
"P06","Casi siempre",0.236,0.366,0.356,0.348
"P06","Casi nunca",0.297,0.301,0.248,0.36
"P06","Nunca, pero esta es una excepción",0.201,0.106,0.105,0.15
"P07","Tiene Decidido que va a ir a votar",0.762,0.833,0.82,0.692
"P07","Tiene dudas sobre si va a ir a  votar",0.141,0.123,0.114,0.173
"P07","Tiene Decidido que no va a ir a votar",0.097,0.044,0.066,0.135
"P09","Unión por la Patria",0.088,0.129,0.371,0.163
"P09","Juntos por el Cambio",0.216,0.518,0.367,0.331
"P09","De los Liberales libertarios",0.563,0.155,0.102,0.019
"P09","De la Izquierda",0.035,0.008,0.025,0.062
"P09","Hacemos por nuestro país",0.002,0.006,0.005,0.016
"P09","Otro",0.03,0.015,0.052,0.074
"P09","En blanco",0.033,0.048,0.026,0.098
"P09","No sabe",0.033,0.121,0.052,0.237
"P12","Sergio Massa a presidente, Agustín Rossi a vicepresidente, Adán Bahl a gobernador y Claudia Monjo a vicegobernadora a  por Unión por la Patria",0.063,0.107,0.371,0.118
"P12","Juan Grabois a presidente, Paula Abal Medina a vicepresidenta, Adán Bahl a gobernador y Claudia Monjo a vicegobernadora por Unión por la Patria",0.044,0.048,0.13,0.114
"P12","Patricia Bullrich a presidenta, Luis Petri a vicepresidente, Rogelio Frigerio a gobernador y Alicia Aluani a vicegobernadora por Juntos por el Cambio",0.17,0.424,0.206,0.205
"P12","Horacio Rodríguez Larreta a presidente, Gerardo Morales a vicepresidente, Rogelio Frigerio a gobernador y Alicia Aluani a vicegobernadora por Juntos por el Cambio",0.092,0.109,0.109,0.064
"P12","Pedro Galimberti a gobernador y Ana D´Angelo a vicegobernadora por Juntos por el Cambio",0.042,0.06,0.05,0.074
"P12","Javier Milei a presidente, Victoria Villarruel a vicepresidenta, Arturo Etchevere a gobernador y Mayda Spizzi a vicegobernadora por la Libertad Avanza",0.561,0.127,0.047,0.094
"P12","A los candidatos a presidente, vicepresidente, gobernador y vicegobernador  del Frente de Izquierda",0.002,0.002,0.013,0.002
"P12","Otro",0.015,0.035,0.036,0.091
"P12","En blanco",0,0.017,0.008,0.054
"P12","No sabe",0.011,0.071,0.03,0.184
"P15","Totalmente seguro",0.747,0.526,0.654,0.214
"P15","Bastante seguro",0.111,0.196,0.152,0.184
"P15","Algo seguro",0.097,0.159,0.083,0.2
"P15","Para nada seguro",0.045,0.119,0.111,0.402
"P16","La votaría",0.19,0.192,0.475,0.15
"P16","Puede que la vote",0.097,0.12,0.098,0.122
"P16","Nunca la votaría",0.68,0.61,0.374,0.318
"P16","No sabe",0.033,0.078,0.053,0.41
"P17","La votaría",0.108,0.049,0.232,0.065
"P17","Puede que la vote",0.048,0.154,0.147,0.134
"P17","Nunca la votaría",0.806,0.742,0.544,0.374
"P17","No sabe",0.038,0.055,0.077,0.427
"P18","La votaría",0.259,0.373,0.218,0.161
"P18","Puede que la vote",0.253,0.334,0.134,0.083
"P18","Nunca la votaría",0.417,0.278,0.624,0.247
"P18","No sabe",0.071,0.015,0.024,0.509
"P19","La votaría",0.326,0.176,0.181,0.105
"P19","Puede que la vote",0.116,0.568,0.141,0.185
"P19","Nunca la votaría",0.499,0.235,0.648,0.115
"P19","No sabe",0.059,0.021,0.03,0.595
"P21","La votaría",0.329,0.104,0.059,0.025
"P21","Puede que la vote",0.094,0.368,0.111,0.086
"P21","Nunca la votaría",0.509,0.445,0.762,0.096
"P21","No sabe",0.068,0.083,0.068,0.793
"P22","Si",0.48,0.366,0.447,0.231
"P22","No",0.52,0.634,0.553,0.769
"PRESIDENTE","Sergio Massa a presidente, Agustín Rossi a vicepresidente por Unión por la Patria",0.065,0.113,0.376,0.118
"PRESIDENTE","Juan Grabois a presidente, Paula Abal Medina a vicepresidenta por Unión por la Patria",0.044,0.048,0.135,0.147
"PRESIDENTE","Patricia Bullrich a presidenta, Luis Petri a vicepresidente por Juntos por el Cambio",0.186,0.47,0.228,0.228
"PRESIDENTE","Horacio Rodríguez Larreta a presidente, Gerardo Morales a vicepresidente por Juntos por el Cambio",0.096,0.116,0.122,0.071
"PRESIDENTE","Javier Milei a presidente, Victoria Villarruel a vicepresidenta por la Libertad Avanza",0.581,0.127,0.051,0.104
"PRESIDENTE","A los candidatos a presidente, vicepresidente del Frente de Izquierda",0.002,0.003,0.013,0.003
"PRESIDENTE","Otro",0.015,0.035,0.036,0.091
"PRESIDENTE","En blanco",0,0.017,0.009,0.054
"PRESIDENTE","No sabe",0.011,0.071,0.03,0.184
