"var","categoria","La votaría","Puede que la vote","Nunca la votaría","No sabe"
"P05","Mucho",0.53,0.276,0.366,0.185
"P05","Bastante",0.257,0.311,0.285,0.181
"P05","Poco",0.116,0.189,0.206,0.212
"P05","Nada",0.082,0.2,0.12,0.276
"P05","No sabe",0.015,0.024,0.023,0.146
"P06","Siempre",0.333,0.239,0.228,0.17
"P06","Casi siempre",0.353,0.268,0.343,0.2
"P06","Casi nunca",0.243,0.344,0.289,0.294
"P06","Nunca, pero esta es una excepción",0.071,0.149,0.14,0.336
"P07","Tiene Decidido que va a ir a votar",0.827,0.712,0.826,0.673
"P07","Tiene dudas sobre si va a ir a  votar",0.115,0.23,0.097,0.162
"P07","Tiene Decidido que no va a ir a votar",0.058,0.058,0.077,0.165
"P09","Unión por la Patria",0.534,0.299,0.056,0.059
"P09","Juntos por el Cambio",0.181,0.276,0.533,0.223
"P09","De los Liberales libertarios",0.151,0.103,0.268,0.074
"P09","De la Izquierda",0.009,0.017,0.031,0.065
"P09","Hacemos por nuestro país",0.001,0.016,0.007,0
"P09","Otro",0.049,0.082,0.031,0.061
"P09","En blanco",0.028,0.02,0.026,0.168
"P09","No sabe",0.047,0.187,0.048,0.35
"P12","Sergio Massa a presidente, Agustín Rossi a vicepresidente, Adán Bahl a gobernador y Claudia Monjo a vicegobernadora a  por Unión por la Patria",0.588,0.226,0.023,0.106
"P12","Juan Grabois a presidente, Paula Abal Medina a vicepresidenta, Adán Bahl a gobernador y Claudia Monjo a vicegobernadora por Unión por la Patria",0.133,0.2,0.061,0.042
"P12","Patricia Bullrich a presidenta, Luis Petri a vicepresidente, Rogelio Frigerio a gobernador y Alicia Aluani a vicegobernadora por Juntos por el Cambio",0.085,0.112,0.372,0.133
"P12","Horacio Rodríguez Larreta a presidente, Gerardo Morales a vicepresidente, Rogelio Frigerio a gobernador y Alicia Aluani a vicegobernadora por Juntos por el Cambio",0.036,0.106,0.155,0.047
"P12","Pedro Galimberti a gobernador y Ana D´Angelo a vicegobernadora por Juntos por el Cambio",0.031,0.078,0.056,0.065
"P12","Javier Milei a presidente, Victoria Villarruel a vicepresidenta, Arturo Etchevere a gobernador y Mayda Spizzi a vicegobernadora por la Libertad Avanza",0.09,0.144,0.245,0.124
"P12","A los candidatos a presidente, vicepresidente, gobernador y vicegobernador  del Frente de Izquierda",0,0.022,0.012,0.029
"P12","Otro",0.018,0.062,0.025,0.171
"P12","En blanco",0.003,0,0.014,0.06
"P12","No sabe",0.016,0.05,0.037,0.223
"P15","Totalmente seguro",0.792,0.21,0.655,0.234
"P15","Bastante seguro",0.124,0.397,0.12,0.062
"P15","Algo seguro",0.051,0.212,0.104,0.188
"P15","Para nada seguro",0.033,0.181,0.121,0.516
"P17","La votaría",0.363,0.171,0.024,0.104
"P17","Puede que la vote",0.194,0.388,0.031,0.044
"P17","Nunca la votaría",0.357,0.332,0.916,0.268
"P17","No sabe",0.086,0.109,0.029,0.584
"P18","La votaría",0.139,0.115,0.371,0.144
"P18","Puede que la vote",0.076,0.218,0.262,0.116
"P18","Nunca la votaría",0.749,0.586,0.321,0.354
"P18","No sabe",0.036,0.081,0.046,0.386
"P19","La votaría",0.132,0.18,0.276,0.148
"P19","Puede que la vote",0.099,0.228,0.276,0.123
"P19","Nunca la votaría",0.745,0.474,0.39,0.272
"P19","No sabe",0.024,0.118,0.058,0.457
"P20","La votaría",0.117,0.204,0.314,0.089
"P20","Puede que la vote",0.073,0.157,0.175,0.131
"P20","Nunca la votaría",0.776,0.546,0.458,0.377
"P20","No sabe",0.034,0.093,0.053,0.403
"P21","La votaría",0.082,0.127,0.146,0.135
"P21","Puede que la vote",0.07,0.21,0.183,0.104
"P21","Nunca la votaría",0.766,0.561,0.566,0.317
"P21","No sabe",0.082,0.102,0.105,0.444
"P22","Si",0.477,0.432,0.412,0.296
"P22","No",0.523,0.568,0.588,0.704
"PRESIDENTE","Sergio Massa a presidente, Agustín Rossi a vicepresidente por Unión por la Patria",0.599,0.232,0.027,0.112
"PRESIDENTE","Juan Grabois a presidente, Paula Abal Medina a vicepresidenta por Unión por la Patria",0.136,0.207,0.062,0.065
"PRESIDENTE","Patricia Bullrich a presidenta, Luis Petri a vicepresidente por Juntos por el Cambio",0.098,0.146,0.397,0.164
"PRESIDENTE","Horacio Rodríguez Larreta a presidente, Gerardo Morales a vicepresidente por Juntos por el Cambio",0.036,0.127,0.171,0.051
"PRESIDENTE","Javier Milei a presidente, Victoria Villarruel a vicepresidenta por la Libertad Avanza",0.094,0.155,0.255,0.124
"PRESIDENTE","A los candidatos a presidente, vicepresidente del Frente de Izquierda",0,0.022,0.012,0.029
"PRESIDENTE","Otro",0.018,0.062,0.025,0.172
"PRESIDENTE","En blanco",0.003,0,0.014,0.06
"PRESIDENTE","No sabe",0.016,0.049,0.037,0.223
