"var","categoria","La votaría","Puede que la vote","Nunca la votaría","No sabe"
"P12_imputada","Sergio Massa a presidente, Agustín Rossi a vicepresidente, Adán Bahl a gobernador y Claudia Monjo a vicegobernadora a  por Unión por la Patria",0.087,0.123,0.409,0.168
"P12_imputada","Juan Grabois a presidente, Paula Abal Medina a vicepresidenta, Adán Bahl a gobernador y Claudia Monjo a vicegobernadora por Unión por la Patria",0.061,0.081,0.12,0.119
"P12_imputada","Patricia Bullrich a presidenta, Luis Petri a vicepresidente, Rogelio Frigerio a gobernador y Alicia Aluani a vicegobernadora por Juntos por el Cambio",0.641,0.126,0.094,0.087
"P12_imputada","Horacio Rodríguez Larreta a presidente, Gerardo Morales a vicepresidente, Rogelio Frigerio a gobernador y Alicia Aluani a vicegobernadora por Juntos por el Cambio",0.067,0.246,0.07,0.106
"P12_imputada","Pedro Galimberti a gobernador y Ana D´Angelo a vicegobernadora por Juntos por el Cambio",0.032,0.08,0.054,0.05
"P12_imputada","Javier Milei a presidente, Victoria Villarruel a vicepresidenta, Arturo Etchevere a gobernador y Mayda Spizzi a vicegobernadora por la Libertad Avanza",0.089,0.275,0.177,0.248
"P12_imputada","A los candidatos a presidente, vicepresidente, gobernador y vicegobernador  del Frente de Izquierda",0.001,0.006,0.013,0.004
"P12_imputada","Otro",0.018,0.062,0.04,0.176
"P12_imputada","En blanco",0.004,0.001,0.023,0.042
"PRESIDENTE_imputada","Sergio Massa a presidente, Agustín Rossi a vicepresidente por Unión por la Patria",0.087,0.133,0.417,0.168
"PRESIDENTE_imputada","Juan Grabois a presidente, Paula Abal Medina a vicepresidenta por Unión por la Patria",0.061,0.082,0.132,0.119
"PRESIDENTE_imputada","Patricia Bullrich a presidenta, Luis Petri a vicepresidente por Juntos por el Cambio",0.655,0.17,0.109,0.124
"PRESIDENTE_imputada","Horacio Rodríguez Larreta a presidente, Gerardo Morales a vicepresidente por Juntos por el Cambio",0.086,0.263,0.076,0.106
"PRESIDENTE_imputada","Javier Milei a presidente, Victoria Villarruel a vicepresidenta por la Libertad Avanza",0.089,0.283,0.189,0.261
"PRESIDENTE_imputada","A los candidatos a presidente, vicepresidente del Frente de Izquierda",0.001,0.006,0.014,0.004
"PRESIDENTE_imputada","Otro",0.017,0.062,0.04,0.176
"PRESIDENTE_imputada","En blanco",0.004,0.001,0.023,0.042
