"var","categoria","La votaría","Puede que la vote","Nunca la votaría","No sabe"
"P05","Mucho",0.427,0.295,0.45,0.256
"P05","Bastante",0.287,0.337,0.257,0.195
"P05","Poco",0.178,0.182,0.15,0.221
"P05","Nada",0.077,0.147,0.133,0.231
"P05","No sabe",0.031,0.039,0.01,0.097
"P06","Siempre",0.329,0.209,0.266,0.132
"P06","Casi siempre",0.32,0.34,0.344,0.257
"P06","Casi nunca",0.273,0.286,0.258,0.375
"P06","Nunca, pero esta es una excepción",0.078,0.165,0.132,0.236
"P07","Tiene Decidido que va a ir a votar",0.844,0.773,0.801,0.7
"P07","Tiene dudas sobre si va a ir a  votar",0.096,0.16,0.128,0.113
"P07","Tiene Decidido que no va a ir a votar",0.06,0.067,0.071,0.187
"P09","Unión por la Patria",0.114,0.131,0.392,0.139
"P09","Juntos por el Cambio",0.653,0.452,0.199,0.2
"P09","De los Liberales libertarios",0.168,0.25,0.204,0.119
"P09","De la Izquierda",0.002,0.006,0.039,0.075
"P09","Hacemos por nuestro país",0,0.004,0.007,0.016
"P09","Otro",0.027,0.038,0.042,0.144
"P09","En blanco",0.018,0.04,0.041,0.074
"P09","No sabe",0.018,0.079,0.076,0.233
"P12","Sergio Massa a presidente, Agustín Rossi a vicepresidente, Adán Bahl a gobernador y Claudia Monjo a vicegobernadora a  por Unión por la Patria",0.086,0.128,0.391,0.162
"P12","Juan Grabois a presidente, Paula Abal Medina a vicepresidenta, Adán Bahl a gobernador y Claudia Monjo a vicegobernadora por Unión por la Patria",0.057,0.081,0.127,0.123
"P12","Patricia Bullrich a presidenta, Luis Petri a vicepresidente, Rogelio Frigerio a gobernador y Alicia Aluani a vicegobernadora por Juntos por el Cambio",0.644,0.116,0.085,0.059
"P12","Horacio Rodríguez Larreta a presidente, Gerardo Morales a vicepresidente, Rogelio Frigerio a gobernador y Alicia Aluani a vicegobernadora por Juntos por el Cambio",0.073,0.251,0.066,0.066
"P12","Pedro Galimberti a gobernador y Ana D´Angelo a vicegobernadora por Juntos por el Cambio",0.026,0.081,0.053,0.052
"P12","Javier Milei a presidente, Victoria Villarruel a vicepresidenta, Arturo Etchevere a gobernador y Mayda Spizzi a vicegobernadora por la Libertad Avanza",0.091,0.26,0.169,0.224
"P12","A los candidatos a presidente, vicepresidente, gobernador y vicegobernador  del Frente de Izquierda",0,0.006,0.014,0.003
"P12","Otro",0.012,0.033,0.036,0.103
"P12","En blanco",0.005,0.001,0.021,0.021
"P12","No sabe",0.006,0.043,0.038,0.187
"P15","Totalmente seguro",0.715,0.539,0.642,0.323
"P15","Bastante seguro",0.132,0.167,0.153,0.153
"P15","Algo seguro",0.084,0.199,0.08,0.096
"P15","Para nada seguro",0.069,0.095,0.125,0.428
"P16","La votaría",0.199,0.147,0.523,0.17
"P16","Puede que la vote",0.05,0.128,0.124,0.116
"P16","Nunca la votaría",0.703,0.673,0.296,0.292
"P16","No sabe",0.048,0.052,0.057,0.422
"P17","La votaría",0.179,0.045,0.221,0.066
"P17","Puede que la vote",0.023,0.205,0.16,0.046
"P17","Nunca la votaría",0.764,0.708,0.538,0.297
"P17","No sabe",0.034,0.042,0.081,0.591
"P19","La votaría",0.434,0.253,0.095,0.078
"P19","Puede que la vote",0.3,0.408,0.087,0.082
"P19","Nunca la votaría",0.242,0.304,0.777,0.132
"P19","No sabe",0.024,0.035,0.041,0.708
"P20","La votaría",0.23,0.299,0.179,0.215
"P20","Puede que la vote",0.205,0.245,0.074,0.027
"P20","Nunca la votaría",0.513,0.42,0.708,0.194
"P20","No sabe",0.052,0.036,0.039,0.564
"P21","La votaría",0.166,0.179,0.081,0.102
"P21","Puede que la vote",0.208,0.263,0.078,0.034
"P21","Nunca la votaría",0.549,0.464,0.762,0.188
"P21","No sabe",0.077,0.094,0.079,0.676
"P22","Si",0.452,0.423,0.428,0.347
"P22","No",0.548,0.577,0.572,0.653
"PRESIDENTE","Sergio Massa a presidente, Agustín Rossi a vicepresidente por Unión por la Patria",0.086,0.136,0.397,0.163
"PRESIDENTE","Juan Grabois a presidente, Paula Abal Medina a vicepresidenta por Unión por la Patria",0.057,0.082,0.136,0.123
"PRESIDENTE","Patricia Bullrich a presidenta, Luis Petri a vicepresidente por Juntos por el Cambio",0.655,0.162,0.105,0.103
"PRESIDENTE","Horacio Rodríguez Larreta a presidente, Gerardo Morales a vicepresidente por Juntos por el Cambio",0.088,0.268,0.073,0.066
"PRESIDENTE","Javier Milei a presidente, Victoria Villarruel a vicepresidenta por la Libertad Avanza",0.091,0.269,0.18,0.231
"PRESIDENTE","A los candidatos a presidente, vicepresidente del Frente de Izquierda",0,0.006,0.014,0.003
"PRESIDENTE","Otro",0.012,0.033,0.036,0.103
"PRESIDENTE","En blanco",0.005,0.001,0.021,0.021
"PRESIDENTE","No sabe",0.006,0.043,0.038,0.187
