"var","categoria","Mucho","Bastante","Poco","Nada","No sabe"
"P12_imputada","Sergio Massa a presidente, Agustín Rossi a vicepresidente, Adán Bahl a gobernador y Claudia Monjo a vicegobernadora a  por Unión por la Patria",0.302,0.258,0.173,0.205,0.127
"P12_imputada","Juan Grabois a presidente, Paula Abal Medina a vicepresidenta, Adán Bahl a gobernador y Claudia Monjo a vicegobernadora por Unión por la Patria",0.107,0.083,0.094,0.131,0.023
"P12_imputada","Patricia Bullrich a presidenta, Luis Petri a vicepresidente, Rogelio Frigerio a gobernador y Alicia Aluani a vicegobernadora por Juntos por el Cambio",0.208,0.275,0.29,0.145,0.182
"P12_imputada","Horacio Rodríguez Larreta a presidente, Gerardo Morales a vicepresidente, Rogelio Frigerio a gobernador y Alicia Aluani a vicegobernadora por Juntos por el Cambio",0.101,0.119,0.107,0.038,0.141
"P12_imputada","Pedro Galimberti a gobernador y Ana D´Angelo a vicegobernadora por Juntos por el Cambio",0.055,0.047,0.063,0.028,0.096
"P12_imputada","Javier Milei a presidente, Victoria Villarruel a vicepresidenta, Arturo Etchevere a gobernador y Mayda Spizzi a vicegobernadora por la Libertad Avanza",0.187,0.153,0.177,0.25,0.12
"P12_imputada","A los candidatos a presidente, vicepresidente, gobernador y vicegobernador  del Frente de Izquierda",0.005,0.014,0.004,0.032,0
"P12_imputada","Otro",0.034,0.043,0.052,0.11,0.311
"P12_imputada","En blanco",0.001,0.008,0.04,0.061,0
"PRESIDENTE_imputada","Sergio Massa a presidente, Agustín Rossi a vicepresidente por Unión por la Patria",0.312,0.265,0.184,0.205,0.126
"PRESIDENTE_imputada","Juan Grabois a presidente, Paula Abal Medina a vicepresidenta por Unión por la Patria",0.111,0.085,0.102,0.143,0.023
"PRESIDENTE_imputada","Patricia Bullrich a presidenta, Luis Petri a vicepresidente por Juntos por el Cambio",0.225,0.301,0.307,0.159,0.238
"PRESIDENTE_imputada","Horacio Rodríguez Larreta a presidente, Gerardo Morales a vicepresidente por Juntos por el Cambio",0.12,0.122,0.118,0.04,0.141
"PRESIDENTE_imputada","Javier Milei a presidente, Victoria Villarruel a vicepresidenta por la Libertad Avanza",0.192,0.162,0.193,0.25,0.161
"PRESIDENTE_imputada","A los candidatos a presidente, vicepresidente del Frente de Izquierda",0.005,0.014,0.004,0.032,0
"PRESIDENTE_imputada","Otro",0.034,0.043,0.052,0.11,0.311
"PRESIDENTE_imputada","En blanco",0.001,0.008,0.04,0.061,0
