"var","categoria","La votaría","Puede que la vote","Nunca la votaría","No sabe"
"P12_imputada","Sergio Massa a presidente, Agustín Rossi a vicepresidente, Adán Bahl a gobernador y Claudia Monjo a vicegobernadora a  por Unión por la Patria",0.597,0.236,0.032,0.109
"P12_imputada","Juan Grabois a presidente, Paula Abal Medina a vicepresidenta, Adán Bahl a gobernador y Claudia Monjo a vicegobernadora por Unión por la Patria",0.129,0.21,0.062,0.044
"P12_imputada","Patricia Bullrich a presidenta, Luis Petri a vicepresidente, Rogelio Frigerio a gobernador y Alicia Aluani a vicegobernadora por Juntos por el Cambio",0.087,0.119,0.379,0.16
"P12_imputada","Horacio Rodríguez Larreta a presidente, Gerardo Morales a vicepresidente, Rogelio Frigerio a gobernador y Alicia Aluani a vicegobernadora por Juntos por el Cambio",0.036,0.114,0.149,0.071
"P12_imputada","Pedro Galimberti a gobernador y Ana D´Angelo a vicegobernadora por Juntos por el Cambio",0.03,0.073,0.06,0.057
"P12_imputada","Javier Milei a presidente, Victoria Villarruel a vicepresidenta, Arturo Etchevere a gobernador y Mayda Spizzi a vicegobernadora por la Libertad Avanza",0.096,0.148,0.256,0.151
"P12_imputada","A los candidatos a presidente, vicepresidente, gobernador y vicegobernador  del Frente de Izquierda",0,0.022,0.011,0.034
"P12_imputada","Otro",0.021,0.078,0.034,0.304
"P12_imputada","En blanco",0.004,0,0.017,0.07
"PRESIDENTE_imputada","Sergio Massa a presidente, Agustín Rossi a vicepresidente por Unión por la Patria",0.607,0.239,0.039,0.113
"PRESIDENTE_imputada","Juan Grabois a presidente, Paula Abal Medina a vicepresidenta por Unión por la Patria",0.135,0.216,0.065,0.062
"PRESIDENTE_imputada","Patricia Bullrich a presidenta, Luis Petri a vicepresidente por Juntos por el Cambio",0.098,0.152,0.402,0.183
"PRESIDENTE_imputada","Horacio Rodríguez Larreta a presidente, Gerardo Morales a vicepresidente por Juntos por el Cambio",0.036,0.135,0.165,0.079
"PRESIDENTE_imputada","Javier Milei a presidente, Victoria Villarruel a vicepresidenta por la Libertad Avanza",0.099,0.158,0.267,0.154
"PRESIDENTE_imputada","A los candidatos a presidente, vicepresidente del Frente de Izquierda",0,0.022,0.011,0.034
"PRESIDENTE_imputada","Otro",0.021,0.078,0.034,0.304
"PRESIDENTE_imputada","En blanco",0.004,0,0.017,0.071
