"var","categoria","Si","No"
"P05","Mucho",0.585,0.503
"P05","Bastante",0.292,0.32
"P05","Poco",0.088,0.125
"P05","Nada",0.03,0.038
"P05","No sabe",0.005,0.014
"P06","Siempre",0.367,0.144
"P06","Casi siempre",0.423,0.355
"P06","Casi nunca",0.159,0.352
"P06","Nunca, pero esta es una excepción",0.051,0.149
"P08","Pablo Javkin a intendente por Unidos para Cambiar Santa Fe",0.411,0.365
"P08","Juan Monteverde a intendente por Juntos Avancemos",0.413,0.412
"P08","En blanco",0.075,0.115
"P08","No sabe",0.101,0.108
"P10","Totalmente seguro",0.708,0.619
"P10","Bastante seguro",0.136,0.161
"P10","Algo seguro",0.075,0.084
"P10","Para nada seguro",0.081,0.136
"P11","Tiene Decidido que va a ir a votar",0.957,0.905
"P11","Tiene dudas sobre si va a ir a votar",0.028,0.066
"P11","Tiene Decidido que no va a ir a votar",0.015,0.029
"P12","Maximiliano Pullaro a gobernador y Gisela Scaglia a vicegobernadora por Unidos para Cambiar Santa Fe",0.427,0.449
"P12","Marcelo Lewandowski a gobernador y Silvina Patricia Frana a vicegobernadora por Juntos Avancemos",0.403,0.324
"P12","Edelvino Bodoira a gobernador y Nora Lucia Sanchez por Viva la Libertad",0.053,0.059
"P12","Carla Deiana a gobernadora y Mauricio Acosta a vicegobernador por el Frente de Izquierda",0.02,0.034
"P12","Otro",0.036,0.043
"P12","En blanco",0.021,0.03
"P12","No sabe",0.04,0.061
"P14","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.392,0.349
"P14","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.289,0.289
"P14","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.235,0.231
"P14","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.01,0.026
"P14","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos nuestro País",0.025,0.008
"P14","En blanco",0.017,0.021
"P14","No sabe",0.032,0.076
