"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck","Tortoriello","Horne","Massa","Milei","Alto Valle","Comarca Andina","Resto"
"Si",0.603,0.632,0.572,0.628,0.587,0.593,0.627,0.491,0.597,0.729,0.567,0.648,0.657,0.581,0.669,0.604,0.576,0.628
"No",0.397,0.368,0.428,0.372,0.413,0.407,0.373,0.509,0.403,0.271,0.433,0.352,0.343,0.419,0.331,0.396,0.424,0.372
