"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck","Tortoriello","Horne","Massa","Milei","Alto Valle","Comarca Andina","Resto"
"Si",0.631,0.648,0.612,0.563,0.63,0.671,0.658,0.474,0.633,0.79,0.578,0.698,0.601,0.597,0.716,0.622,0.597,0.68
"No",0.369,0.352,0.388,0.437,0.37,0.329,0.342,0.526,0.367,0.21,0.422,0.302,0.399,0.403,0.284,0.378,0.403,0.32
