"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck","Tortoriello","Horne","Massa","Milei","Alto Valle","Comarca Andina","Resto"
"Muy de acuerdo",0.207,0.23,0.182,0.257,0.19,0.192,0.211,0.248,0.186,0.195,0.155,0.322,0.086,0.104,0.298,0.257,0.173,0.17
"De acuerdo",0.206,0.225,0.185,0.207,0.204,0.192,0.228,0.206,0.238,0.159,0.169,0.305,0.2,0.116,0.284,0.187,0.222,0.216
"Ni de acuerdo ni en desacuerdo",0.207,0.184,0.231,0.195,0.19,0.244,0.209,0.194,0.222,0.197,0.235,0.197,0.143,0.161,0.231,0.2,0.213,0.208
"En desacuerdo",0.224,0.219,0.23,0.199,0.228,0.226,0.247,0.204,0.212,0.263,0.28,0.078,0.377,0.406,0.095,0.211,0.231,0.236
"Muy en desacuerdo",0.124,0.125,0.124,0.108,0.158,0.109,0.078,0.106,0.118,0.153,0.133,0.063,0.185,0.178,0.066,0.118,0.133,0.125
"No sabe",0.032,0.017,0.048,0.034,0.03,0.037,0.027,0.042,0.024,0.033,0.028,0.035,0.009,0.035,0.026,0.027,0.028,0.045
