"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck","Tortoriello","Horne","Massa","Milei","Alto Valle","Comarca Andina","Resto"
"Gobierno nacional",0.299,0.298,0.299,0.283,0.278,0.299,0.378,0.306,0.278,0.322,0.446,0.103,0.391,0.501,0.136,0.285,0.335,0.28
"Gobierno provincial",0.492,0.509,0.475,0.498,0.507,0.512,0.413,0.396,0.513,0.57,0.339,0.715,0.439,0.32,0.679,0.491,0.454,0.535
"No sabe",0.209,0.193,0.226,0.219,0.215,0.189,0.209,0.298,0.209,0.108,0.215,0.182,0.17,0.179,0.185,0.224,0.211,0.185
