"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck","Tortoriello","Horne","Massa","Milei","Alto Valle","Comarca Andina","Resto"
"Muy de acuerdo",0.123,0.135,0.112,0.206,0.083,0.111,0.135,0.152,0.112,0.11,0.11,0.15,0.091,0.084,0.149,0.118,0.12,0.135
"De acuerdo",0.138,0.156,0.119,0.102,0.132,0.163,0.168,0.112,0.138,0.166,0.091,0.254,0.099,0.038,0.251,0.122,0.146,0.151
"Ni de acuerdo ni en desacuerdo",0.205,0.213,0.196,0.172,0.209,0.201,0.246,0.219,0.22,0.165,0.202,0.256,0.131,0.113,0.281,0.221,0.201,0.184
"En desacuerdo",0.388,0.36,0.416,0.337,0.413,0.419,0.341,0.371,0.39,0.402,0.458,0.238,0.551,0.569,0.236,0.388,0.355,0.422
"Muy en desacuerdo",0.129,0.123,0.136,0.173,0.145,0.082,0.097,0.119,0.126,0.145,0.129,0.076,0.127,0.181,0.06,0.13,0.168,0.088
"No sabe",0.017,0.013,0.021,0.01,0.018,0.024,0.013,0.027,0.014,0.012,0.01,0.026,0.001,0.015,0.023,0.021,0.01,0.02
